filename	token	col1	col2	col3	col4	col5	col6	col7	col8	gold_label	predictions
2019_EEr_152_1.ann	from									c	c
2019_EEr_152_1.ann	82									c	c
2019_EEr_152_1.ann	to									c	c
2019_EEr_152_1.ann	45									c	c
2019_EEr_152_1.ann	percent									c	c
2019_EEr_152_1.ann	with									c	c
2019_EEr_152_1.ann	small									c	c
2019_EEr_152_1.ann	and									c	c
2019_EEr_152_1.ann	short									c	c
2019_EEr_152_1.ann	increase									c	c
2019_EEr_152_1.ann	in									c	c
2019_EEr_152_1.ann	the									c	c
2019_EEr_152_1.ann	late									c	c
2019_EEr_152_1.ann	70s									c	c
2019_EEr_152_1.ann	.									c	c

2019_ABu_116_2.ann	The									c	c
2019_ABu_116_2.ann	number									c	c
2019_ABu_116_2.ann	of									c	c
2019_ABu_116_2.ann	private									c	c
2019_ABu_116_2.ann	companies									c	c
2019_ABu_116_2.ann	which									c	c
2019_ABu_116_2.ann	do	Redundant_comp								c	c
2019_ABu_116_2.ann	finance									c	c
2019_ABu_116_2.ann	scientific									c	c
2019_ABu_116_2.ann	research									c	c
2019_ABu_116_2.ann	programmes									c	c
2019_ABu_116_2.ann	grow	Agreement_errors	grows							i	i
2019_ABu_116_2.ann	.									c	c

2019_ABu_15_2.ann	Despite									c	c
2019_ABu_15_2.ann	all									c	c
2019_ABu_15_2.ann	these									c	c
2019_ABu_15_2.ann	facts									c	c
2019_ABu_15_2.ann	,									c	c
2019_ABu_15_2.ann	I									c	c
2019_ABu_15_2.ann	consider									c	c
2019_ABu_15_2.ann	that									c	c
2019_ABu_15_2.ann	thinking									c	c
2019_ABu_15_2.ann	only									c	c
2019_ABu_15_2.ann	about									c	c
2019_ABu_15_2.ann	yourself									c	c
2019_ABu_15_2.ann	has									c	c
2019_ABu_15_2.ann	a									c	c
2019_ABu_15_2.ann	number									c	c
2019_ABu_15_2.ann	of									c	c
2019_ABu_15_2.ann	disadvantages									c	c
2019_ABu_15_2.ann	.									c	c

2019_ABu_224_1.ann	According									c	c
2019_ABu_224_1.ann	to									c	c
2019_ABu_224_1.ann	the									c	c
2019_ABu_224_1.ann	charts									c	c
2019_ABu_224_1.ann	,									c	c
2019_ABu_224_1.ann	the									c	c
2019_ABu_224_1.ann	majority									c	c
2019_ABu_224_1.ann	of									c	c
2019_ABu_224_1.ann	the									c	c
2019_ABu_224_1.ann	students									c	c
2019_ABu_224_1.ann	attended									c	c
2019_ABu_224_1.ann	science									c	c
2019_ABu_224_1.ann	courses									c	c
2019_ABu_224_1.ann	(									c	c
2019_ABu_224_1.ann	650									c	c
2019_ABu_224_1.ann	students									c	c
2019_ABu_224_1.ann	)									c	c
2019_ABu_224_1.ann	,									c	i
2019_ABu_224_1.ann	the									c	i
2019_ABu_224_1.ann	second									c	c
2019_ABu_224_1.ann	most									c	c
2019_ABu_224_1.ann	popular									c	c
2019_ABu_224_1.ann	courses									c	c
2019_ABu_224_1.ann	were									c	c
2019_ABu_224_1.ann	sports									c	c
2019_ABu_224_1.ann	and									c	c
2019_ABu_224_1.ann	health									c	c
2019_ABu_224_1.ann	couses	Spelling	courses							i	i
2019_ABu_224_1.ann	(									c	c
2019_ABu_224_1.ann	630									c	c
2019_ABu_224_1.ann	students									c	c
2019_ABu_224_1.ann	)									c	c
2019_ABu_224_1.ann	,									c	c
2019_ABu_224_1.ann	and									c	c
2019_ABu_224_1.ann	the									c	c
2019_ABu_224_1.ann	least									c	c
2019_ABu_224_1.ann	popular									c	c
2019_ABu_224_1.ann	were									c	c
2019_ABu_224_1.ann	arts									c	c
2019_ABu_224_1.ann	courses									c	c
2019_ABu_224_1.ann	(									c	c
2019_ABu_224_1.ann	600									c	c
2019_ABu_224_1.ann	students									c	c
2019_ABu_224_1.ann	)									c	c
2019_ABu_224_1.ann	.									c	c

2019_ABu_224_1.ann	As									c	c
2019_ABu_224_1.ann	for									c	c
2019_ABu_224_1.ann	other									c	i
2019_ABu_224_1.ann	two									c	c
2019_ABu_224_1.ann	options									c	c
2019_ABu_224_1.ann	of									c	c
2019_ABu_224_1.ann	courses									c	c
2019_ABu_224_1.ann	,									c	c
2019_ABu_224_1.ann	the									c	c
2019_ABu_224_1.ann	number	Noun_number	numbers							i	c
2019_ABu_224_1.ann	of									c	c
2019_ABu_224_1.ann	this									c	c
2019_ABu_224_1.ann	particular									c	c
2019_ABu_224_1.ann	group									c	c
2019_ABu_224_1.ann	is	Agreement_errors	are							i	c
2019_ABu_224_1.ann	practically									c	c
2019_ABu_224_1.ann	equal	Word_choice	the same							i	c
2019_ABu_224_1.ann	-									c	c
2019_ABu_224_1.ann	there									c	c
2019_ABu_224_1.ann	were									c	c
2019_ABu_224_1.ann	30									c	c
2019_ABu_224_1.ann	%									c	c
2019_ABu_224_1.ann	of									c	c
2019_ABu_224_1.ann	them									c	c
2019_ABu_224_1.ann	were	Redundant_comp								c	c
2019_ABu_224_1.ann	on	Prepositions	in							c	c
2019_ABu_224_1.ann	science									c	c
2019_ABu_224_1.ann	courses									c	c
2019_ABu_224_1.ann	and									c	c
2019_ABu_224_1.ann	25									c	c
2019_ABu_224_1.ann	%									c	c
2019_ABu_224_1.ann	on	Prepositions	in							i	i
2019_ABu_224_1.ann	the									c	c
2019_ABu_224_1.ann	arts									c	c
2019_ABu_224_1.ann	.									c	c

2019_ABu_207_2.ann	The									c	c
2019_ABu_207_2.ann	more									c	c
2019_ABu_207_2.ann	time									c	c
2019_ABu_207_2.ann	we									c	c
2019_ABu_207_2.ann	are									c	c
2019_ABu_207_2.ann	giving									c	c
2019_ABu_207_2.ann	to									c	c
2019_ABu_207_2.ann	work	Punctuation	work,							i	c
2019_ABu_207_2.ann	the									c	c
2019_ABu_207_2.ann	more									c	c
2019_ABu_207_2.ann	money									c	c
2019_ABu_207_2.ann	is									c	i
2019_ABu_207_2.ann	turning									c	i
2019_ABu_207_2.ann	back	Punctuation	back,							i	c
2019_ABu_207_2.ann	and									c	c
2019_ABu_207_2.ann	the	Absence_comp_sent	the same thing occurs							c	c
2019_ABu_207_2.ann	same	Absence_comp_sent	the same thing occurs							c	c
2019_ABu_207_2.ann	thing	Absence_comp_sent	the same thing occurs							c	c
2019_ABu_207_2.ann	if									i	c
2019_ABu_207_2.ann	we									c	c
2019_ABu_207_2.ann	change									c	c
2019_ABu_207_2.ann	the									c	c
2019_ABu_207_2.ann	places									c	c
2019_ABu_207_2.ann	.									c	c

2019_ABu_176_2.ann	They									c	c
2019_ABu_176_2.ann	like									c	c
2019_ABu_176_2.ann	leisure									c	c
2019_ABu_176_2.ann	time									c	c
2019_ABu_176_2.ann	and									c	c
2019_ABu_176_2.ann	do									c	c
2019_ABu_176_2.ann	not									c	c
2019_ABu_176_2.ann	waste									c	c
2019_ABu_176_2.ann	much									c	c
2019_ABu_176_2.ann	time									c	c
2019_ABu_176_2.ann	on									c	c
2019_ABu_176_2.ann	their									c	c
2019_ABu_176_2.ann	jobs									c	c
2019_ABu_176_2.ann	,									c	c
2019_ABu_176_2.ann	but									c	c
2019_ABu_176_2.ann	they									c	c
2019_ABu_176_2.ann	have									c	c
2019_ABu_176_2.ann	not									c	c
2019_ABu_176_2.ann	got									c	c
2019_ABu_176_2.ann	much									c	c
2019_ABu_176_2.ann	money									c	c
2019_ABu_176_2.ann	.									c	c

2019_ABu_176_2.ann	Happiness									c	c
2019_ABu_176_2.ann	not	Absence_comp_sent	is not							i	i
2019_ABu_176_2.ann	in									c	c
2019_ABu_176_2.ann	money									c	c
2019_ABu_176_2.ann	and									c	c
2019_ABu_176_2.ann	many									c	c
2019_ABu_176_2.ann	of									c	c
2019_ABu_176_2.ann	these									c	c
2019_ABu_176_2.ann	people									c	c
2019_ABu_176_2.ann	understand									c	c
2019_ABu_176_2.ann	it									c	c
2019_ABu_176_2.ann	.									c	c

2019_ABu_61_1.ann	As									c	c
2019_ABu_61_1.ann	is									c	i
2019_ABu_61_1.ann	seen									c	c
2019_ABu_61_1.ann	in									c	c
2019_ABu_61_1.ann	the									c	c
2019_ABu_61_1.ann	provided									c	c
2019_ABu_61_1.ann	visuals									c	c
2019_ABu_61_1.ann	,									c	c
2019_ABu_61_1.ann	in									c	c
2019_ABu_61_1.ann	1985									c	c
2019_ABu_61_1.ann	the									c	c
2019_ABu_61_1.ann	percentage									c	c
2019_ABu_61_1.ann	of									c	c
2019_ABu_61_1.ann	young									c	c
2019_ABu_61_1.ann	men									c	c
2019_ABu_61_1.ann	and									c	c
2019_ABu_61_1.ann	women									c	c
2019_ABu_61_1.ann	that									c	c
2019_ABu_61_1.ann	had									c	c
2019_ABu_61_1.ann	extra									c	c
2019_ABu_61_1.ann	weight									c	c
2019_ABu_61_1.ann	was									c	c
2019_ABu_61_1.ann	nearly									c	c
2019_ABu_61_1.ann	the									c	c
2019_ABu_61_1.ann	same									c	c
2019_ABu_61_1.ann	(									c	c
2019_ABu_61_1.ann	11									c	c
2019_ABu_61_1.ann	%									c	c
2019_ABu_61_1.ann	and									c	c
2019_ABu_61_1.ann	12									c	c
2019_ABu_61_1.ann	%									c	c
2019_ABu_61_1.ann	respectively									c	c
2019_ABu_61_1.ann	)									c	c
2019_ABu_61_1.ann	.									c	c

2019_ABu_24_1.ann	And	Redundant_comp								c	c
2019_ABu_24_1.ann	then	Capitalisation	Then,	Punctuation	Then,					c	c
2019_ABu_24_1.ann	from									c	c
2019_ABu_24_1.ann	2000									c	c
2019_ABu_24_1.ann	to									c	c
2019_ABu_24_1.ann	2005									c	c
2019_ABu_24_1.ann	there									c	c
2019_ABu_24_1.ann	were									c	c
2019_ABu_24_1.ann	more									c	c
2019_ABu_24_1.ann	overweight									c	c
2019_ABu_24_1.ann	boys									c	c
2019_ABu_24_1.ann	than									c	c
2019_ABu_24_1.ann	girls									c	c
2019_ABu_24_1.ann	(									c	c
2019_ABu_24_1.ann	25									c	c
2019_ABu_24_1.ann	and									c	c
2019_ABu_24_1.ann	22									c	c
2019_ABu_24_1.ann	per									c	c
2019_ABu_24_1.ann	cent									c	c
2019_ABu_24_1.ann	respectively									c	c
2019_ABu_24_1.ann	)									c	c
2019_ABu_24_1.ann	.									c	c

2019_ABu_35_1.ann	In									c	c
2019_ABu_35_1.ann	the									c	c
2019_ABu_35_1.ann	given									c	c
2019_ABu_35_1.ann	graphs	lex_item_choice	figures							i	c
2019_ABu_35_1.ann	the									c	c
2019_ABu_35_1.ann	information									c	c
2019_ABu_35_1.ann	is									c	c
2019_ABu_35_1.ann	presented									c	c
2019_ABu_35_1.ann	on									c	i
2019_ABu_35_1.ann	the									c	c
2019_ABu_35_1.ann	topics									c	c
2019_ABu_35_1.ann	of									c	c
2019_ABu_35_1.ann	the	Articles	obesity							i	c
2019_ABu_35_1.ann	overweight	Category_confusion	obesity	Articles	obesity					i	i
2019_ABu_35_1.ann	of									c	c
2019_ABu_35_1.ann	girls									c	c
2019_ABu_35_1.ann	and									c	c
2019_ABu_35_1.ann	boys									c	c
2019_ABu_35_1.ann	(									c	c
2019_ABu_35_1.ann	in									c	c
2019_ABu_35_1.ann	a									c	c
2019_ABu_35_1.ann	form									c	c
2019_ABu_35_1.ann	of									c	c
2019_ABu_35_1.ann	a									c	c
2019_ABu_35_1.ann	bar									c	c
2019_ABu_35_1.ann	chart									c	c
2019_ABu_35_1.ann	)									c	c
2019_ABu_35_1.ann	and									c	c
2019_ABu_35_1.ann	regular									c	c
2019_ABu_35_1.ann	physical									c	c
2019_ABu_35_1.ann	activity									c	c
2019_ABu_35_1.ann	among									c	c
2019_ABu_35_1.ann	boys									c	c
2019_ABu_35_1.ann	and									c	c
2019_ABu_35_1.ann	girls									c	c
2019_ABu_35_1.ann	(									c	c
2019_ABu_35_1.ann	in									c	c
2019_ABu_35_1.ann	a									c	c
2019_ABu_35_1.ann	form									c	c
2019_ABu_35_1.ann	of									c	c
2019_ABu_35_1.ann	a									c	c
2019_ABu_35_1.ann	table									c	c
2019_ABu_35_1.ann	)									c	c
2019_ABu_35_1.ann	.									c	c

2019_EEr_170_1.ann	The									c	c
2019_EEr_170_1.ann	more	Comparison_degree	older							c	c
2019_EEr_170_1.ann	older	Comparison_degree	older							c	c
2019_EEr_170_1.ann	are	Redundant_comp								c	c
2019_EEr_170_1.ann	the									c	c
2019_EEr_170_1.ann	members									c	c
2019_EEr_170_1.ann	the	Punctuation	, the							i	c
2019_EEr_170_1.ann	fewer									c	c
2019_EEr_170_1.ann	part									c	i
2019_EEr_170_1.ann	they									c	c
2019_EEr_170_1.ann	take	Word_choice	make up							i	i
2019_EEr_170_1.ann	of									i	c
2019_EEr_170_1.ann	the									c	c
2019_EEr_170_1.ann	total									c	c
2019_EEr_170_1.ann	number									c	c
2019_EEr_170_1.ann	of									c	c
2019_EEr_170_1.ann	this									c	c
2019_EEr_170_1.ann	course									c	c
2019_EEr_170_1.ann	members									c	c
2019_EEr_170_1.ann	.									c	c

2019_ABu_51_1.ann	Speaking	Inappropriate_register	As for the							i	c
2019_ABu_51_1.ann	about	Inappropriate_register	As for the							i	c
2019_ABu_51_1.ann	children									c	c
2019_ABu_51_1.ann	who									c	c
2019_ABu_51_1.ann	did									c	i
2019_ABu_51_1.ann	regular									c	c
2019_ABu_51_1.ann	exercises									c	c
2019_ABu_51_1.ann	,									c	c
2019_ABu_51_1.ann	the									c	c
2019_ABu_51_1.ann	percentage									c	c
2019_ABu_51_1.ann	of									c	c
2019_ABu_51_1.ann	boys									c	c
2019_ABu_51_1.ann	was									c	c
2019_ABu_51_1.ann	higher									c	c
2019_ABu_51_1.ann	than									c	c
2019_ABu_51_1.ann	the	Ref_device	that of							i	c
2019_ABu_51_1.ann	percentage	Ref_device	that of							i	c
2019_ABu_51_1.ann	of									c	c
2019_ABu_51_1.ann	girls									c	c
2019_ABu_51_1.ann	in									c	c
2019_ABu_51_1.ann	both									c	c
2019_ABu_51_1.ann	years									c	c
2019_ABu_51_1.ann	(									c	c
2019_ABu_51_1.ann	57									c	c
2019_ABu_51_1.ann	%									c	c
2019_ABu_51_1.ann	in									c	c
2019_ABu_51_1.ann	1990									c	c
2019_ABu_51_1.ann	and									c	c
2019_ABu_51_1.ann	87									c	c
2019_ABu_51_1.ann	%									c	c
2019_ABu_51_1.ann	in									c	c
2019_ABu_51_1.ann	2005									c	c
2019_ABu_51_1.ann	)									c	c
2019_ABu_51_1.ann	.									c	c

2019_EEr_104_2.ann	The									c	c
2019_EEr_104_2.ann	appearence									i	i
2019_EEr_104_2.ann	of									c	c
2019_EEr_104_2.ann	this									c	c
2019_EEr_104_2.ann	building									c	c
2019_EEr_104_2.ann	should									c	c
2019_EEr_104_2.ann	suppress									c	i
2019_EEr_104_2.ann	and									c	c
2019_EEr_104_2.ann	surprise									c	c
2019_EEr_104_2.ann	so									c	c
2019_EEr_104_2.ann	its									c	c
2019_EEr_104_2.ann	beauty									c	c
2019_EEr_104_2.ann	is									c	c
2019_EEr_104_2.ann	really	Articles	a really important feature							c	i
2019_EEr_104_2.ann	important	Articles	a really important feature							c	c
2019_EEr_104_2.ann	feature	Articles	a really important feature							c	c
2019_EEr_104_2.ann	.									c	c

2019_ABu_136_2.ann	I									c	c
2019_ABu_136_2.ann	personally									c	c
2019_ABu_136_2.ann	think									c	c
2019_ABu_136_2.ann	,									c	c
2019_ABu_136_2.ann	that									c	c
2019_ABu_136_2.ann	the									c	c
2019_ABu_136_2.ann	disadvantages									c	c
2019_ABu_136_2.ann	of									c	c
2019_ABu_136_2.ann	the									c	c
2019_ABu_136_2.ann	trend									c	c
2019_ABu_136_2.ann	outweight	Spelling	outweigh	Formational_affixes	outweigh					i	i
2019_ABu_136_2.ann	the									c	c
2019_ABu_136_2.ann	advantages									c	c
2019_ABu_136_2.ann	and									c	c
2019_ABu_136_2.ann	agree									c	c
2019_ABu_136_2.ann	with									c	c
2019_ABu_136_2.ann	the									c	c
2019_ABu_136_2.ann	main									c	c
2019_ABu_136_2.ann	reason									c	c
2019_ABu_136_2.ann	for									c	c
2019_ABu_136_2.ann	that									c	c
2019_ABu_136_2.ann	.									c	c

2019_ABu_238_2.ann	In									c	c
2019_ABu_238_2.ann	most									c	c
2019_ABu_238_2.ann	cases									c	c
2019_ABu_238_2.ann	,									c	c
2019_ABu_238_2.ann	children									c	c
2019_ABu_238_2.ann	grew									c	c
2019_ABu_238_2.ann	up									c	c
2019_ABu_238_2.ann	in									c	c
2019_ABu_238_2.ann	an									c	c
2019_ABu_238_2.ann	adequate									c	c
2019_ABu_238_2.ann	families									c	c
2019_ABu_238_2.ann	are									c	c
2019_ABu_238_2.ann	to									c	c
2019_ABu_238_2.ann	become									c	c
2019_ABu_238_2.ann	an									c	c
2019_ABu_238_2.ann	accurate									c	c
2019_ABu_238_2.ann	and									c	c
2019_ABu_238_2.ann	intelligent									c	c
2019_ABu_238_2.ann	young									c	c
2019_ABu_238_2.ann	people									c	c
2019_ABu_238_2.ann	due									c	c
2019_ABu_238_2.ann	to									c	c
2019_ABu_238_2.ann	the									c	c
2019_ABu_238_2.ann	example									c	i
2019_ABu_238_2.ann	they	Absence_comp_sent	that they had							i	c
2019_ABu_238_2.ann	had	Absence_comp_sent	that they had							c	c
2019_ABu_238_2.ann	.									c	c

2019_ABu_28_2.ann	To									c	c
2019_ABu_28_2.ann	illustrate									c	c
2019_ABu_28_2.ann	this									c	c
2019_ABu_28_2.ann	point									c	c
2019_ABu_28_2.ann	,									c	c
2019_ABu_28_2.ann	let									c	c
2019_ABu_28_2.ann	us									c	c
2019_ABu_28_2.ann	take									c	c
2019_ABu_28_2.ann	such									c	c
2019_ABu_28_2.ann	significant									c	c
2019_ABu_28_2.ann	problems									c	c
2019_ABu_28_2.ann	that									c	c
2019_ABu_28_2.ann	many									c	c
2019_ABu_28_2.ann	countries									c	c
2019_ABu_28_2.ann	face									c	c
2019_ABu_28_2.ann	as									c	c
2019_ABu_28_2.ann	economic									c	i
2019_ABu_28_2.ann	crisis									c	c
2019_ABu_28_2.ann	and									c	c
2019_ABu_28_2.ann	poverty									c	c
2019_ABu_28_2.ann	.									c	c

2019_EEr_171_2.ann	That									c	c
2019_EEr_171_2.ann	is									c	c
2019_EEr_171_2.ann	why									c	c
2019_EEr_171_2.ann	many									c	c
2019_EEr_171_2.ann	people									c	c
2019_EEr_171_2.ann	think									c	c
2019_EEr_171_2.ann	of									c	c
2019_EEr_171_2.ann	what									c	c
2019_EEr_171_2.ann	must									c	c
2019_EEr_171_2.ann	be									c	c
2019_EEr_171_2.ann	and									c	c
2019_EEr_171_2.ann	what									c	c
2019_EEr_171_2.ann	is									c	c
2019_EEr_171_2.ann	the									c	c
2019_EEr_171_2.ann	most									c	c
2019_EEr_171_2.ann	important									c	c
2019_EEr_171_2.ann	part									c	c
2019_EEr_171_2.ann	of									c	c
2019_EEr_171_2.ann	this									c	c
2019_EEr_171_2.ann	process									c	c
2019_EEr_171_2.ann	,									c	c
2019_EEr_171_2.ann	is	Word_order	if that is	Absence_comp_sent	if that is					i	c
2019_EEr_171_2.ann	that	Word_order	if that is	Absence_comp_sent	if that is					c	c
2019_EEr_171_2.ann	home									i	c
2019_EEr_171_2.ann	or									c	c
2019_EEr_171_2.ann	some									c	c
2019_EEr_171_2.ann	outside									c	c
2019_EEr_171_2.ann	influences									c	c
2019_EEr_171_2.ann	.									c	c

2019_EEr_156_2.ann	In									c	c
2019_EEr_156_2.ann	contrast									c	c
2019_EEr_156_2.ann	,									c	c
2019_EEr_156_2.ann	if									c	c
2019_EEr_156_2.ann	not									c	c
2019_EEr_156_2.ann	everyone									c	c
2019_EEr_156_2.ann	,									c	c
2019_EEr_156_2.ann	but									c	c
2019_EEr_156_2.ann	may									c	i
2019_EEr_156_2.ann	be									c	i
2019_EEr_156_2.ann	one									c	c
2019_EEr_156_2.ann	out									c	c
2019_EEr_156_2.ann	of									c	c
2019_EEr_156_2.ann	five									c	c
2019_EEr_156_2.ann	houses									c	c
2019_EEr_156_2.ann	would									c	c
2019_EEr_156_2.ann	have									c	i
2019_EEr_156_2.ann	,									c	c
2019_EEr_156_2.ann	for									c	c
2019_EEr_156_2.ann	example									c	c
2019_EEr_156_2.ann	,									c	c
2019_EEr_156_2.ann	bright									c	i
2019_EEr_156_2.ann	color									c	c
2019_EEr_156_2.ann	of									c	c
2019_EEr_156_2.ann	their	Ref_device	its							i	c
2019_EEr_156_2.ann	wall	Noun_number	walls							c	c
2019_EEr_156_2.ann	,									c	c
2019_EEr_156_2.ann	people									c	c
2019_EEr_156_2.ann	would									c	c
2019_EEr_156_2.ann	become									c	c
2019_EEr_156_2.ann	more	Comparison_degree	happier							c	c
2019_EEr_156_2.ann	happy	Comparison_degree	happier							c	c
2019_EEr_156_2.ann	and									c	c
2019_EEr_156_2.ann	optimistic	Comparison_degree	more optimistic							c	c
2019_EEr_156_2.ann	.									c	c

2019_ABu_124_1.ann	Overall									c	c
2019_ABu_124_1.ann	,									c	c
2019_ABu_124_1.ann	the									c	c
2019_ABu_124_1.ann	main									c	c
2019_ABu_124_1.ann	reason									c	c
2019_ABu_124_1.ann	why									c	c
2019_ABu_124_1.ann	people									c	c
2019_ABu_124_1.ann	prefer									c	c
2019_ABu_124_1.ann	to									c	c
2019_ABu_124_1.ann	go									c	c
2019_ABu_124_1.ann	to									c	c
2019_ABu_124_1.ann	public									c	c
2019_ABu_124_1.ann	libraries									c	c
2019_ABu_124_1.ann	is									c	c
2019_ABu_124_1.ann	to									c	c
2019_ABu_124_1.ann	borrow									c	c
2019_ABu_124_1.ann	or									c	c
2019_ABu_124_1.ann	return									c	c
2019_ABu_124_1.ann	books									c	c
2019_ABu_124_1.ann	.									c	c

2019_ABu_124_1.ann	In	Punctuation	In 1990,							c	c
2019_ABu_124_1.ann	1990	Punctuation	In 1990,							c	c
2019_ABu_124_1.ann	visitors									i	c
2019_ABu_124_1.ann	who									c	c
2019_ABu_124_1.ann	used									c	c
2019_ABu_124_1.ann	library	Articles	a library							i	i
2019_ABu_124_1.ann	to									c	c
2019_ABu_124_1.ann	read									c	c
2019_ABu_124_1.ann	a									c	c
2019_ABu_124_1.ann	magazine									c	c
2019_ABu_124_1.ann	or									c	c
2019_ABu_124_1.ann	newspaper									c	c
2019_ABu_124_1.ann	was									c	i
2019_ABu_124_1.ann	approximately									c	c
2019_ABu_124_1.ann	a									c	c
2019_ABu_124_1.ann	sixth									c	c
2019_ABu_124_1.ann	part									c	c
2019_ABu_124_1.ann	of									c	c
2019_ABu_124_1.ann	all									c	c
2019_ABu_124_1.ann	people	Articles	the people							i	c
2019_ABu_124_1.ann	coming									c	c
2019_ABu_124_1.ann	to									c	c
2019_ABu_124_1.ann	a									c	c
2019_ABu_124_1.ann	library									c	c
2019_ABu_124_1.ann	,									c	c
2019_ABu_124_1.ann	but									c	c
2019_ABu_124_1.ann	in									c	c
2019_ABu_124_1.ann	2000									c	c
2019_ABu_124_1.ann	this									c	c
2019_ABu_124_1.ann	number									c	c
2019_ABu_124_1.ann	decreased									c	c
2019_ABu_124_1.ann	in	Word_choice	three-fold							i	i
2019_ABu_124_1.ann	3	Word_choice	three-fold							i	c
2019_ABu_124_1.ann	times	Word_choice	three-fold							i	c
2019_ABu_124_1.ann	and									c	c
2019_ABu_124_1.ann	just	lex_item_choice	only							i	c
2019_ABu_124_1.ann	a									c	c
2019_ABu_124_1.ann	tenth									c	c
2019_ABu_124_1.ann	of									c	c
2019_ABu_124_1.ann	all									c	c
2019_ABu_124_1.ann	visitors	Articles	the visitors							i	c
2019_ABu_124_1.ann	prefered	Spelling	preferred							i	i
2019_ABu_124_1.ann	to									c	c
2019_ABu_124_1.ann	use									c	c
2019_ABu_124_1.ann	library	Articles	a library							i	i
2019_ABu_124_1.ann	for									c	c
2019_ABu_124_1.ann	this									c	c
2019_ABu_124_1.ann	purpose									c	c
2019_ABu_124_1.ann	.									c	c

2019_EEr_95_2.ann	People									c	c
2019_EEr_95_2.ann	feels	Agreement_errors	feel							i	c
2019_EEr_95_2.ann	calmer									c	c
2019_EEr_95_2.ann	,	Punctuation	when							i	c
2019_EEr_95_2.ann	when	Punctuation	when							c	c
2019_EEr_95_2.ann	they									c	c
2019_EEr_95_2.ann	visit									c	c
2019_EEr_95_2.ann	a									c	c
2019_EEr_95_2.ann	nice									c	c
2019_EEr_95_2.ann	light									c	c
2019_EEr_95_2.ann	hospital									c	c
2019_EEr_95_2.ann	,									c	c
2019_EEr_95_2.ann	not									c	c
2019_EEr_95_2.ann	a									c	c
2019_EEr_95_2.ann	dark									c	c
2019_EEr_95_2.ann	ugly									c	c
2019_EEr_95_2.ann	building									c	c
2019_EEr_95_2.ann	.									c	c

2019_EEr_95_2.ann	They									c	c
2019_EEr_95_2.ann	determine									c	c
2019_EEr_95_2.ann	how									c	c
2019_EEr_95_2.ann	the									c	c
2019_EEr_95_2.ann	city									c	c
2019_EEr_95_2.ann	looks									c	c
2019_EEr_95_2.ann	like									c	c
2019_EEr_95_2.ann	and									c	c
2019_EEr_95_2.ann	how									c	c
2019_EEr_95_2.ann	people									c	c
2019_EEr_95_2.ann	feel									c	c
2019_EEr_95_2.ann	here									c	c
2019_EEr_95_2.ann	more									c	c
2019_EEr_95_2.ann	than									c	c
2019_EEr_95_2.ann	trees									c	c
2019_EEr_95_2.ann	and									c	c
2019_EEr_95_2.ann	flowers									c	c
2019_EEr_95_2.ann	.									c	c

2019_ABu_92_2.ann	It									c	c
2019_ABu_92_2.ann	is									c	c
2019_ABu_92_2.ann	generally									c	c
2019_ABu_92_2.ann	believed									c	c
2019_ABu_92_2.ann	that									c	c
2019_ABu_92_2.ann	architects									c	c
2019_ABu_92_2.ann	must									c	c
2019_ABu_92_2.ann	make									c	c
2019_ABu_92_2.ann	a									c	c
2019_ABu_92_2.ann	project									c	c
2019_ABu_92_2.ann	of									c	c
2019_ABu_92_2.ann	beautiful									c	c
2019_ABu_92_2.ann	,									c	c
2019_ABu_92_2.ann	breathtaking									c	c
2019_ABu_92_2.ann	buildings									c	c
2019_ABu_92_2.ann	.									c	c

2019_EEr_153_1.ann	The									c	c
2019_EEr_153_1.ann	line	Noun_number	lines							i	c
2019_EEr_153_1.ann	of									c	c
2019_EEr_153_1.ann	France									c	c
2019_EEr_153_1.ann	and									c	c
2019_EEr_153_1.ann	Sweden									c	c
2019_EEr_153_1.ann	began									c	c
2019_EEr_153_1.ann	at									c	c
2019_EEr_153_1.ann	90									c	c
2019_EEr_153_1.ann	%									c	c
2019_EEr_153_1.ann	sharp									c	i
2019_EEr_153_1.ann	and									c	c
2019_EEr_153_1.ann	80									c	c
2019_EEr_153_1.ann	%									c	c
2019_EEr_153_1.ann	,									c	c
2019_EEr_153_1.ann	then									c	i
2019_EEr_153_1.ann	,									c	c
2019_EEr_153_1.ann	after									c	c
2019_EEr_153_1.ann	a									c	c
2019_EEr_153_1.ann	little									c	c
2019_EEr_153_1.ann	fluctuating	Formational_affixes	fluctuation							i	c
2019_EEr_153_1.ann	,	Punctuation								c	c
2019_EEr_153_1.ann	it	Ref_device	they							c	c
2019_EEr_153_1.ann	significantly									c	i
2019_EEr_153_1.ann	drop									c	i
2019_EEr_153_1.ann	to									c	c
2019_EEr_153_1.ann	almost									c	c
2019_EEr_153_1.ann	60									c	c
2019_EEr_153_1.ann	%									c	c
2019_EEr_153_1.ann	and									c	c
2019_EEr_153_1.ann	40									c	c
2019_EEr_153_1.ann	%									c	c
2019_EEr_153_1.ann	from									c	c
2019_EEr_153_1.ann	1970									c	c
2019_EEr_153_1.ann	to									c	c
2019_EEr_153_1.ann	1985									c	c
2019_EEr_153_1.ann	than	Spelling	,then	Punctuation	,then					i	i
2019_EEr_153_1.ann	it	Ref_device	they							c	c
2019_EEr_153_1.ann	still	Redundant_comp								c	c
