filename	learner	TH1	TH1Diff	TH2	TH2Diff	markable_scheme	gold_label	predictions
1395_0001064.exb	formazione	formazione		formazione			c	c
1395_0001064.exb	.	.		.			c	c
								
1365_0100203.exb	Arrivo	Arrivo					c	c
1365_0100203.exb	con	con					c	c
1365_0100203.exb	piacere	piacere					c	c
1365_0100203.exb	alla	alla					c	c
1365_0100203.exb	ceremonia	cerimonia	CHA			O_Graph	i	i
1365_0100203.exb	.	.					c	c
								
1325_9000139.exb	Una	Un	CHA			G_Morphol_Wrong	i	c
1325_9000139.exb	Residence	residence	CHA			O_Capit	i	i
1325_9000139.exb	normalmente	normalmente					c	c
1325_9000139.exb	non	non					c	c
1325_9000139.exb	è	è					c	c
1325_9000139.exb	vecchia	vecchio	CHA			G_Morphol_Wrong	i	c
1325_9000139.exb	come	come					c	c
1325_9000139.exb	la	il	CHA			G_Morphol_Wrong	i	c
1325_9000139.exb	Sua	Suo	CHA			G_Morphol_Wrong	i	i
1325_9000139.exb	e	e					c	c
1325_9000139.exb	il	il					c	c
1325_9000139.exb	lago	lago					c	c
1325_9000139.exb	non	non					c	c
1325_9000139.exb	dovrebbe	dovrebbe					c	c
1325_9000139.exb	essere	essere					c	c
1325_9000139.exb	neanche	neanche					c	c
1325_9000139.exb	così	così					c	c
1325_9000139.exb	lontano	lontano					c	c
1325_9000139.exb	con	con					c	c
1325_9000139.exb	solo	solo					c	c
1325_9000139.exb	pochi	pochi					c	c
1325_9000139.exb	collegamenti	collegamenti					c	c
1325_9000139.exb	.	.					c	c
								
1325_9000139.exb	Se	Se					c	c
1325_9000139.exb	si	si					c	c
1325_9000139.exb	cercava	cercava					c	c
1325_9000139.exb	un'	un'					c	c
1325_9000139.exb	alternativa	alternativa					c	c
1325_9000139.exb	,	,					c	c
1325_9000139.exb	non	non					c	c
1325_9000139.exb	si	si					c	c
1325_9000139.exb	è		DEL			G_Verb	i	i
1325_9000139.exb	trovata	trovava	CHA			G_Verb	i	i
1325_9000139.exb	ciò	ciò					c	i
1325_9000139.exb	che	perché	CHA			G_Conj	i	c
1325_9000139.exb	i	i					c	c
1325_9000139.exb	campi	campi					c	c
1325_9000139.exb	da	da					c	c
1325_9000139.exb	tennis	tennis					c	c
1325_9000139.exb	sono	erano	CHA			G_Verb	i	i
1325_9000139.exb	stati		DEL			G_Verb	i	c
1325_9000139.exb	in	in					c	c
1325_9000139.exb	riparazione	riparazione					c	c
1325_9000139.exb	e	e					c	c
1325_9000139.exb	l'	l'					c	c
1325_9000139.exb	animazione	animazione					c	c
1325_9000139.exb	c'	c'					c	c
1325_9000139.exb	era	era					c	c
1325_9000139.exb	solo	solo					c	c
1325_9000139.exb	una	una					c	c
1325_9000139.exb	sera	sera					c	c
1325_9000139.exb	la	la					c	c
1325_9000139.exb	settimana	settimana					c	c
1325_9000139.exb	.	.					c	c
								
1325_9000087.exb	In	In				G_Wo	c	c
1325_9000087.exb	attesa	attesa				G_Wo	c	c
1325_9000087.exb	di	di				G_Wo	c	c
1325_9000087.exb	una	una				G_Wo	c	c
1325_9000087.exb	risposta	risposta				G_Wo	i	c
1325_9000087.exb	buona		MOVS			G_Wo	i	c
1325_9000087.exb	porgo	porgo				G_Wo	c	c
1325_9000087.exb	i	i				G_Wo	c	c
1325_9000087.exb	miei	miei				G_Wo	c	c
1325_9000087.exb	cordiali	cordiali				G_Wo	c	c
1325_9000087.exb	saluti	saluti				G_Wo	c	c
1325_9000087.exb	.	.				G_Wo	c	c
								
1395_0001104.exb	Sono	Sono					c	c
1395_0001104.exb	a	a					c	c
1395_0001104.exb	Città	Città					c	c
1395_0001104.exb	X	X					c	c
1395_0001104.exb	per	per					c	c
1395_0001104.exb	fare	fare					c	c
1395_0001104.exb	un	un					c	c
1395_0001104.exb	corso	corso					c	c
1395_0001104.exb	di	di					c	c
1395_0001104.exb	italiano	italiano					c	c
1395_0001104.exb	.	.					c	c
								
1395_0000470.exb	Sono	Sono					c	c
1395_0000470.exb	a	a					c	c
1395_0000470.exb	Città	Città					c	c
1395_0000470.exb	X	X					c	c
1395_0000470.exb	per	per					c	c
1395_0000470.exb	fare	fare					c	c
1395_0000470.exb	un	un					c	c
1395_0000470.exb	corso	corso					c	c
1395_0000470.exb	di	di					c	c
1395_0000470.exb	italiano	italiano					c	c
1395_0000470.exb	.	.					c	c
								
1395_0000470.exb	Ho	Ho					c	c
1395_0000470.exb	imparato	imparato					c	c
1395_0000470.exb	tante	tante					c	c
1395_0000470.exb	cose	cose					c	c
1395_0000470.exb	.	.					c	c
								
1325_1001092.exb	Io	Io					c	c
1325_1001092.exb	ho	ho					c	c
1325_1001092.exb	letto	letto					c	c
1325_1001092.exb	Suo	Suo				G_Art	i	i
1325_1001092.exb	annuncio	annuncio				G_Art	c	c
1325_1001092.exb	.	.					c	c
								
1325_1001092.exb	La	La				G_Verb_compl	c	c
1325_1001092.exb	mia	mia				G_Verb_compl	c	c
1325_1001092.exb	esperienza	esperienza				G_Verb_compl	c	c
1325_1001092.exb	lavorativa	lavorativa				G_Verb_compl	c	c
1325_1001092.exb	questi	questa	CHA			G_Verb_compl	i	i
1325_1001092.exb	.	.					c	i
								
1325_1001092.exb	Aspetto	Aspetto					c	c
1325_1001092.exb	al	al					c	c
1325_1001092.exb	più	più					c	c
1325_1001092.exb	presto	presto					c	c
1325_1001092.exb	la	la					c	c
1325_1001092.exb	Sua	Sua					c	c
1325_1001092.exb	risposta	risposta					c	c
1325_1001092.exb	.	.					c	c
								
1325_1001153.exb	Mi	Mi					c	c
1325_1001153.exb	chiamo	chiamo					c	c
1325_1001153.exb	Maria	Maria					c	c
1325_1001153.exb	Rossi	Rossi					c	c
1325_1001153.exb	,	,					c	c
1325_1001153.exb	ho	ho					c	c
1325_1001153.exb	25	25					c	c
1325_1001153.exb	anni	anni					c	c
1325_1001153.exb	.	.					c	c
								
1325_1001153.exb	Ho	Ho					c	c
1325_1001153.exb	finito	finito					c	c
1325_1001153.exb	il	il					c	c
1325_1001153.exb	liceo	liceo					c	c
1325_1001153.exb	7	7					c	c
1325_1001153.exb	anni	anni					c	c
1325_1001153.exb	fa	fa					c	c
1325_1001153.exb	a	a					c	c
1325_1001153.exb	Londra	Londra					c	c
1325_1001153.exb	così	così					i	i
1325_1001153.exb	parlo	parlo					c	c
1325_1001153.exb	inglese	inglese					c	c
1325_1001153.exb	molto	molto					c	c
1325_1001153.exb	bene	bene					c	c
1325_1001153.exb	.	.					c	c
								
1325_1001153.exb	Quando	Quando					c	c
1325_1001153.exb	è	è					c	c
1325_1001153.exb	l'	l'					c	c
1325_1001153.exb	inizio	inizio					c	c
1325_1001153.exb	dello	dello					c	c
1325_1001153.exb	stage	stage					c	c
1325_1001153.exb	?	?					c	c
								
1325_9000534.exb	Sto	Sto					c	c
1325_9000534.exb	studiando	studiando					c	c
1325_9000534.exb	la	la					c	c
1325_9000534.exb	lingua	lingua					c	c
1325_9000534.exb	italiana	italiana					c	c
1325_9000534.exb	molto	molto					c	c
1325_9000534.exb	volentieri	volentieri					c	c
1325_9000534.exb	da	da					c	c
1325_9000534.exb	quindici	quindici					c	c
1325_9000534.exb	anni	anni					c	c
1325_9000534.exb	.	.					c	c
								
1325_9000534.exb	Io	Io					c	c
1325_9000534.exb	sono	sono					c	c
1325_9000534.exb	stato	stato					c	c
1325_9000534.exb	in	in					c	c
1325_9000534.exb	Italia	Italia					c	c
1325_9000534.exb	tantissime	tantissime					c	c
1325_9000534.exb	volte	volte					c	c
1325_9000534.exb	e	e					c	c
1325_9000534.exb	l'	lo	CHA				i	i
1325_9000534.exb	ho		DEL				i	c
1325_9000534.exb	so	so					c	i
1325_9000534.exb	molto	molto					c	c
1325_9000534.exb	bene	bene					c	c
1325_9000534.exb	come	come					c	c
1325_9000534.exb	si	si					c	c
1325_9000534.exb	deve	deve					c	c
1325_9000534.exb	imparare	imparare					c	c
1325_9000534.exb	.	.					c	c
								
1325_9000534.exb	Gabriella	Gabriella					c	c
1325_9000534.exb	Favati	Favati					c	c
1325_9000534.exb	27100	27100					c	c
1325_9000534.exb	Pavia	Pavia					c	c
1325_9000534.exb	Corso	Corso					c	c
1325_9000534.exb	Strada	Strada					c	c
1325_9000534.exb	Nuova	Nuova					c	c
1325_9000534.exb	65	65					c	c
1325_9000534.exb	Cara	Cara					c	c
1325_9000534.exb	Gabriella	Gabriella					c	c
1325_9000534.exb	,	,					c	c
1325_9000534.exb	Città	Città					c	c
1325_9000534.exb	X	X					c	c
1325_9000534.exb	,	,					c	c
1325_9000534.exb	20.12.2010	20.12.2010					c	c
1325_9000534.exb	Mi	mi	CHA				i	i
1325_9000534.exb	chiamo	chiamo					c	c
1325_9000534.exb	Michele	Michele					c	c
1325_9000534.exb	.	.					c	c
								
1395_0000376.exb	Ho	Ho					c	c
1395_0000376.exb	cominciato	cominciato					c	c
1395_0000376.exb	il	il					c	c
1395_0000376.exb	mio	mio					c	c
1395_0000376.exb	lavoro	lavoro					c	c
1395_0000376.exb	a	a					c	c
1395_0000376.exb	Città	Città					c	c
1395_0000376.exb	X	X					c	c
1395_0000376.exb	.	.					c	c
								
1325_1001081.exb	Questo	Questo					c	c
1325_1001081.exb	è	è					c	c
1325_1001081.exb	stato	stato					c	c
1325_1001081.exb	buono	buono					c	c
1325_1001081.exb	per	per					c	c
1325_1001081.exb	perfezzionare	perfezionare	CHA			O_Graph	i	i
1325_1001081.exb	il	la	CHA			G_Morphol_Wrong	i	c
1325_1001081.exb	mio	mia	CHA			G_Morphol_Wrong	i	i
1325_1001081.exb	conosenza	conoscenza	CHA				i	i
1325_1001081.exb	di	dell'	CHA			G_Art	i	i
1325_1001081.exb	inglese	inglese				G_Art	c	c
1325_1001081.exb	.	.					c	c
								
1325_1001081.exb	Io	Io					c	c
1325_1001081.exb	uso	uso					c	c
1325_1001081.exb	sempre	sempre					c	c
1325_1001081.exb	il	il					c	c
1325_1001081.exb	mio	mio					c	c
1325_1001081.exb	computer	computer					c	c
1325_1001081.exb	e	e					c	c
1325_1001081.exb	ho	ho					c	c
1325_1001081.exb	un	un					c	c
1325_1001081.exb	eseme	esame	CHA			O_Graph	i	c
1325_1001081.exb	ECDL	ECDL					c	c
1325_1001081.exb	.	.					c	c
								
1395_0001160.exb	È	È					c	c
1395_0001160.exb	sempre	sempre					c	c
1395_0001160.exb	uno	uno					c	c
1395_0001160.exb	spettacolo	spettacolo					c	c
1395_0001160.exb	grandioso	grandioso					c	c
1395_0001160.exb	...	...					c	c
								
1385_0001526.exb	Prererisco	Preferisco	CHA			O_Graph	i	i
1385_0001526.exb	un	un					c	c
1385_0001526.exb	altro	altro					c	c
1385_0001526.exb	giorno	giorno					c	c
1385_0001526.exb	?	?					c	c
								
1385_0001162.exb	In	In					c	c
1385_0001162.exb	ufficio	ufficio					c	c
1385_0001162.exb	c'	c'					c	c
1385_0001162.exb	è	è					c	c
1385_0001162.exb	molto	molto					c	c
1385_0001162.exb	lavoro	lavoro					c	c
1385_0001162.exb	e	e					c	c
1385_0001162.exb	giovedi	giovedì	CHA			O_Graph	i	i
1385_0001162.exb	pomeriggio	pomeriggio					c	c
1385_0001162.exb	non	non					c	c
1385_0001162.exb	posso	posso					c	c
1385_0001162.exb	venire	venire					c	c
1385_0001162.exb	.	.					c	c
								
1325_1001085.exb	.	.					c	c
								
1365_0100451.exb	Congratulazione	Congratulazione					c	c
1365_0100451.exb	!	!					c	c
								
1395_0000646.exb	Allora	allora	CHA	così	CHA		i	c
1395_0000646.exb	non	non		non			c	c
1395_0000646.exb	imparo	imparo		imparo			c	c
1395_0000646.exb	solo	solo		solo			c	c
1395_0000646.exb	l'	l'		l'			c	c
1395_0000646.exb	italiano	italiano		italiano			c	c
1395_0000646.exb	.	.		.			c	c
								
1385_0001758.exb	Andiamo	Andiamo					c	c
1385_0001758.exb	a		DEL			G_Prep	i	i
1385_0001758.exb	sabato	sabato					c	c
1385_0001758.exb	sera	sera					c	c
1385_0001758.exb	in	in					c	c
1385_0001758.exb	un	un					c	c
1385_0001758.exb	ristorante	ristorante					c	c
1385_0001758.exb	per	per					c	c
1385_0001758.exb	mangare	mangiare	CHA			O_Graph	i	i
1385_0001758.exb	la	la					c	c
1385_0001758.exb	cena	cena					c	c
1385_0001758.exb	?	?					c	c
								
1325_1001136.exb	Spero	Spero					c	c
1325_1001136.exb	che	che					c	c
1325_1001136.exb	la	la					c	c
1325_1001136.exb	mia	mia					c	c
1325_1001136.exb	lettera	lettera					c	c
1325_1001136.exb	possa	possa					c	c
1325_1001136.exb	aiutarti	aiutarti					c	c
1325_1001136.exb	e	e					c	c
1325_1001136.exb	risolvere	risolvere					c	c
1325_1001136.exb	il	il					c	c
1325_1001136.exb	tuo	tuo					c	c
1325_1001136.exb	problema	problema					c	c
1325_1001136.exb	.	.					c	c
								
1325_1001089.exb	Come	Come					c	c
1325_1001089.exb	è	è					c	c
1325_1001089.exb	l'	l'					c	c
1325_1001089.exb	orario	orario					c	c
1325_1001089.exb	di	di					c	c
1325_1001089.exb	lavoro	lavoro					c	c
1325_1001089.exb	?	?					c	c
								
1395_0000432.exb	Sto	Sto					c	c
1395_0000432.exb	facendo	facendo					c	c
1395_0000432.exb	un	un					c	c
1395_0000432.exb	corso	corso					c	c
1395_0000432.exb	di	di					c	c
1395_0000432.exb	italiano	italiano					c	c
1395_0000432.exb	.	.					c	c
								
1365_0100008.exb	Vi	Vi					c	c
1365_0100008.exb	ringrazio	ringrazio					c	c
1365_0100008.exb	per	per					c	c
1365_0100008.exb	l'	l'					c	c
1365_0100008.exb	invito	invito					c	c
1365_0100008.exb	e	e					c	c
1365_0100008.exb	mi	mi					c	c
1365_0100008.exb	piacere	piacerà	CHA			G_Verb	i	c
1365_0100008.exb	venire	venire					c	c
1365_0100008.exb	.	.					c	c
								
1365_0100008.exb	Vedrò	Vedrò					c	c
1365_0100008.exb	cuando	quando	CHA			O_Graph	i	c
1365_0100008.exb	saremo	saremo					c	c
1365_0100008.exb	arrivati	arrivati					c	c
1365_0100008.exb	a	a					c	c
1365_0100008.exb	vostra	vostra					c	i
1365_0100008.exb	casa	casa					c	c
1365_0100008.exb	.	.					c	c
								
1365_0100459.exb	Nel	Nel					c	c
1365_0100459.exb	tempo	tempo					c	c
1365_0100459.exb	libero	libero					c	c
1365_0100459.exb	,		DEL			O_Punct	i	c
1365_0100459.exb	faccio	faccio					c	c
1365_0100459.exb	sempre	sempre					c	c
1365_0100459.exb	la	la					c	c
1365_0100459.exb	dansa	danza	CHA			O_Graph	i	c
1365_0100459.exb	classica	classica					c	c
1365_0100459.exb	due	due					c	c
1365_0100459.exb	volte	volte					c	c
1365_0100459.exb	alla	alla					c	c
1365_0100459.exb	settimana	settimana					c	c
1365_0100459.exb	e	e					c	c
1365_0100459.exb	vado	vado					c	c
1365_0100459.exb	al	al					c	c
1365_0100459.exb	corso	corso					c	c
1365_0100459.exb	d'	d'					c	c
1365_0100459.exb	italiano	italiano					c	c
1365_0100459.exb	il	il					c	c
1365_0100459.exb	mercoledi	mercoledì	CHA			O_Graph	i	i
1365_0100459.exb	-	;	CHA			O_Punct	c	c
1365_0100459.exb	allora	allora					c	c
1365_0100459.exb	niente	niente					c	c
1365_0100459.exb	novità	novità					c	c
1365_0100459.exb	!	!					c	c
								
1325_9000322.exb	Vorrei	Vorrei		Vorrei		V_FS	c	c
1325_9000322.exb	presentarmi	presentarmi		presentarmi		V_FS	c	c
1325_9000322.exb	in	in		in		V_FS	c	i
1325_9000322.exb	breve	breve		breve		V_FS	c	c
1325_9000322.exb	e	e		e		H_Intelltxt	c	c
1325_9000322.exb	darVi	darVi		darVi		H_Intelltxt	c	c
1325_9000322.exb	alcuni	alcune	CHA	alcune	CHA	H_Intelltxt	i	i
1325_9000322.exb	informazioni	informazioni		informazioni		H_Intelltxt	c	c
1325_9000322.exb	sulla	sulla		sulla		H_Intelltxt	c	c
1325_9000322.exb	mia	mia		mia		H_Intelltxt	c	c
1325_9000322.exb	persona	persona		persona		H_Intelltxt	c	c
1325_9000322.exb	.	.		.		H_Intelltxt	c	c
								
1325_9000322.exb	Ho	Ho		Ho		H_Intelltxt	c	c
1325_9000322.exb	40	40		40		H_Intelltxt	c	c
1325_9000322.exb	anni	anni		anni		H_Intelltxt	c	c
1325_9000322.exb	,	,		,		H_Intelltxt	c	c
1325_9000322.exb	sono	sono		sono		H_Intelltxt	c	c
1325_9000322.exb	nubile	nubile		nubile		H_Intelltxt	c	c
1325_9000322.exb	,	,		,		H_Intelltxt	c	c
1325_9000322.exb	senza	senza		senza		H_Intelltxt	c	c
1325_9000322.exb	figli	figli		figli		H_Intelltxt	c	c
1325_9000322.exb	e	e		e		H_Intelltxt	c	c
1325_9000322.exb	abito	abito		abito		H_Intelltxt	c	c
1325_9000322.exb	vicino	vicino		vicino		H_Intelltxt	c	c
1325_9000322.exb	a	a		a		H_Intelltxt	c	c
1325_9000322.exb	Città	Città		Città		H_Intelltxt	c	c
1325_9000322.exb	X	X		X		H_Intelltxt	c	c
1325_9000322.exb	.	.		.		H_Intelltxt	c	c
								
1325_9000322.exb	Per	Per		Per		V_FS	c	c
1325_9000322.exb	quanto	quanto		quanto		V_FS	c	c
1325_9000322.exb	riguarda	riguarda		riguarda		V_FS	c	c
1325_9000322.exb	il	il		il		H_Intelltxt	c	c
1325_9000322.exb	periodo	periodo		periodo		H_Intelltxt	c	c
1325_9000322.exb	del	del		del		H_Intelltxt	c	c
1325_9000322.exb	lavoro	lavoro		lavoro		H_Intelltxt	c	c
1325_9000322.exb	sarei	sarei		sarei		H_Intelltxt	i	c
1325_9000322.exb	libera	libera		libera		H_Intelltxt	c	c
1325_9000322.exb	dal	dal		dal		H_Intelltxt	c	c
1325_9000322.exb	1	1		1		H_Intelltxt	c	c
1325_9000322.exb	luglio	luglio		luglio		H_Intelltxt	c	c
1325_9000322.exb	al	al		al		H_Intelltxt	c	c
1325_9000322.exb	1	1		1		H_Intelltxt	c	c
1325_9000322.exb	agosto	agosto		agosto		H_Intelltxt	c	c
1325_9000322.exb	.	.		.		H_Intelltxt	c	c
								
1395_0001040.exb	Il	Il					c	c
1395_0001040.exb	pomeriggio	pomeriggio					c	c
1395_0001040.exb	noi	noi					c	c
1395_0001040.exb	vergiamo	passeggiamo	CHA				i	i
1395_0001040.exb	al	per	CHA			G_Art	i	i
1395_0001040.exb	strada	strada					c	c
1395_0001040.exb	.	.					c	c
								
1395_0000454.exb	Mia	Mia					c	c
1395_0000454.exb	sorella	sorella					c	c
1395_0000454.exb	era	è	CHA			G_Verb	i	c
1395_0000454.exb	malata	malata					c	c
1395_0000454.exb	fra	da	CHA			G_Prep	i	i
1395_0000454.exb	due	due					c	c
1395_0000454.exb	giorni	giorni					c	c
1395_0000454.exb	e	e					c	c
1395_0000454.exb	poi	poi					c	c
1395_0000454.exb	non	non					c	c
1395_0000454.exb	ha	è	CHA				i	c
1395_0000454.exb	potuto	potuta	CHA			G_Agr	i	c
1395_0000454.exb	andare	andare					c	c
1395_0000454.exb	con	con					c	c
1395_0000454.exb	mio	mio					c	c
1395_0000454.exb	fratello	fratello					c	c
1395_0000454.exb	in	in					c	c
1395_0000454.exb	Francia	Francia					c	c
1395_0000454.exb	per	per					c	c
1395_0000454.exb	vedere	vedere					c	c
1395_0000454.exb	i	i					c	c
1395_0000454.exb	nostri	nostri					c	c
1395_0000454.exb	parenti	parenti					c	c
1395_0000454.exb	.	.					c	c
								
1395_0000454.exb	Forse	Forse					c	c
1395_0000454.exb	possiamo	possiamo					c	c
1395_0000454.exb	andare	andare					c	c
1395_0000454.exb	al	al					c	c
1395_0000454.exb	cinema	cinema					c	c
1395_0000454.exb	insieme	insieme					c	c
1395_0000454.exb	!	!					c	c
								
1365_0100202.exb	Cari	Cari					c	c
1365_0100202.exb	Beatrice	Beatrice					c	c
1365_0100202.exb	e	e					c	c
1365_0100202.exb	Stefano	Stefano					c	c
1365_0100202.exb	,	,					c	c
1365_0100202.exb	I	i	CHA			O_Capit	i	i
1365_0100202.exb	miei	miei					c	c
1365_0100202.exb	migliori	migliori					c	c
1365_0100202.exb	auguri	auguri					c	c
1365_0100202.exb	per	per					c	c
1365_0100202.exb	il	il					c	c
1365_0100202.exb	vostro	vostro					c	c
1365_0100202.exb	Matrimonio	matrimonio	CHA			O_Capit	i	i
1365_0100202.exb	!	!					c	c
								
1365_0100202.exb	Credo	Credo					c	c
1365_0100202.exb	che	che					c	c
1365_0100202.exb	abbiate	abbiate					c	c
1365_0100202.exb	una	una					c	c
1365_0100202.exb	bella	bella					c	c
1365_0100202.exb	vita	vita					c	c
1365_0100202.exb	pieno	piena	CHA			G_Morphol_Wrong	i	c
1365_0100202.exb	di	di					c	c
1365_0100202.exb	felicità	felicità					c	c
1365_0100202.exb	e	e					c	c
1365_0100202.exb	amore	amore					c	c
1365_0100202.exb	.	.					c	c
								
1385_0000054.exb	Ti	Ti					c	c
1385_0000054.exb	piacciono	piacciono					c	c
1385_0000054.exb	le	le					c	c
1385_0000054.exb	lingue	lingue					c	c
1385_0000054.exb	straniere	straniere					c	c
1385_0000054.exb	e	e					c	c
1385_0000054.exb	quali	quali					c	c
1385_0000054.exb	lingue	lingue					c	c
1385_0000054.exb	sai	sai					c	c
1385_0000054.exb	parlare	parlare					c	c
1385_0000054.exb	?	?					c	c
								
1385_0000054.exb	Che	Che					c	c
1385_0000054.exb	tipo	tipo					c	c
1385_0000054.exb	di	di					c	c
1385_0000054.exb	lavoro	lavoro					c	c
1385_0000054.exb	vuoi	vuoi					c	c
1385_0000054.exb	fare	fare					c	c
1385_0000054.exb	adesso	adesso					c	c
1385_0000054.exb	?	?					c	c
								
1325_9000674.exb	Aspettando	Aspettando		Aspettando			c	c
1325_9000674.exb	la	la		la			c	c
1325_9000674.exb	Vostra	Vostra		Vostra			c	c
1325_9000674.exb	risposta	risposta		risposta			c	c
1325_9000674.exb	,	,		,			c	c
1325_9000674.exb	porgo	porgo		porgo			c	c
1325_9000674.exb	i	i		i			c	c
1325_9000674.exb	miei	miei		miei			c	c
1325_9000674.exb	distinti	distinti		distinti			c	c
1325_9000674.exb	saluti	saluti		saluti			c	c
1325_9000674.exb	.	.		.			c	c
								
1385_0001111.exb	In	In					c	c
1385_0001111.exb	ufficio	ufficio					c	c
1385_0001111.exb	c'	c'					c	c
1385_0001111.exb	è	è					c	c
1385_0001111.exb	molto	molto					c	c
1385_0001111.exb	lavoro	lavoro					c	c
1385_0001111.exb	e	e					c	c
1385_0001111.exb	giovedi	giovedì	CHA			O_Graph	i	i
1385_0001111.exb	pomeriggio	pomeriggio					c	c
1385_0001111.exb	non	non					c	c
1385_0001111.exb	posso	posso					c	c
1385_0001111.exb	perchè	perché	CHA			O_Graph	i	i
1385_0001111.exb	il	il					c	c
1385_0001111.exb	nostro	nostro					c	c
1385_0001111.exb	capo	capo					c	c
1385_0001111.exb	ha	ha					c	c
1385_0001111.exb	organizzato	organizzato					c	c
1385_0001111.exb	una	una					c	c
1385_0001111.exb	riunione	riunione					c	c
1385_0001111.exb	.	.					c	c
								
1325_1001155.exb	Mi	Mi				O_Punct	c	c
1325_1001155.exb	potete	potete				O_Punct	c	c
1325_1001155.exb	raggiungere	raggiungere				O_Punct	c	c
1325_1001155.exb	qui	qui				O_Punct	c	c
1325_1001155.exb	:	:				O_Punct	c	c
1325_1001155.exb	Strada	Strada				O_Punct	c	c
1325_1001155.exb	Maggiore	Maggiore				O_Punct	c	c
1325_1001155.exb	13	13				O_Punct	c	c
1325_1001155.exb	1234	1234				O_Punct	c	c
1325_1001155.exb	Città	Città				O_Punct	c	c
1325_1001155.exb	X	X				O_Punct	c	c
1325_1001155.exb	Paese	Paese				O_Punct	c	c
1325_1001155.exb	X	X				O_Punct	c	c
1325_1001155.exb	In	In					i	c
1325_1001155.exb	attesa	attesa					c	c
1325_1001155.exb	di	di					c	c
1325_1001155.exb	un	un					c	c
1325_1001155.exb	vostro	vostro					c	c
1325_1001155.exb	gentile	gentile					c	c
1325_1001155.exb	riscontro	riscontro					c	c
1325_1001155.exb	,	,					c	c
1325_1001155.exb	Maria	Maria					c	c
1325_1001155.exb	Rossi	Rossi					c	c
1325_1001155.exb	0345-11111111	0345-11111111					c	c
1325_1001155.exb	_	_					c	c
1325_1001155.exb	_	_					c	c
1325_1001155.exb	_	_					c	c
1325_1001155.exb	_	_					c	c
1325_1001155.exb	Strada	Strada					c	c
1325_1001155.exb	Maggiore	Maggiore					c	c
1325_1001155.exb	18	18					c	c
1325_1001155.exb	,	,					c	c
1325_1001155.exb	1234	1234					c	c
1325_1001155.exb	Città	Città					c	c
1325_1001155.exb	X	X					c	c
1325_1001155.exb	Spettabile	Spettabile					c	c
1325_1001155.exb	Signor	Signore	CHA			O_Graph	i	c
1325_1001155.exb	/	/					c	c
1325_1001155.exb	a	a					c	i
1325_1001155.exb	,	,					c	c
1325_1001155.exb	sono	sono					c	c
1325_1001155.exb	una	una					c	c
1325_1001155.exb	amanta	amante	CHA			G_Inflect_Inexist	i	c
1325_1001155.exb	di	della	CHA				i	c
1325_1001155.exb	cuocere	cucina	CHA			G_Pos	i	c
1325_1001155.exb	di	di					c	c
1325_1001155.exb	Paese	Paese					c	c
1325_1001155.exb	X	X					c	c
1325_1001155.exb	.	.					c	c
								
1325_1001155.exb	Più	Più				O_Punct	c	c
1325_1001155.exb	importante	importante				O_Punct	c	c
1325_1001155.exb	è	è				O_Punct	c	c
1325_1001155.exb	che		MOVS			O_Punct	i	i
1325_1001155.exb	quando	quando					i	c
1325_1001155.exb	sono	sono					c	c
1325_1001155.exb	questi	questi					c	c
1325_1001155.exb	incontri	incontri					c	c
1325_1001155.exb	?	?					c	c
								
1385_0001154.exb	Alla	Alla					c	c
1385_0001154.exb	fine	fine					c	c
1385_0001154.exb	,	,					c	c
1385_0001154.exb	quando	quando					c	c
1385_0001154.exb	puoi	puoi					c	c
1385_0001154.exb	iniziare	iniziare					c	c
1385_0001154.exb	un	un					c	c
1385_0001154.exb	nuovo	nuovo					c	c
1385_0001154.exb	lavoro	lavoro					c	c
1385_0001154.exb	?	?					c	c
								
1395_0000554.exb	Che	Che					c	c
1395_0000554.exb	ne	ne					c	c
1395_0000554.exb	pensi	pensi					c	c
1395_0000554.exb	?	?					c	c
								
1365_0100073.exb	Che	Che					c	c
1365_0100073.exb	ne	ne					c	c
1365_0100073.exb	pensi	pensi					c	c
1365_0100073.exb	?	?					c	c
								
1365_0100469.exb	Che	Che					c	c
1365_0100469.exb	ne	ne					c	c
1365_0100469.exb	pensi	pensi					c	c
1365_0100469.exb	?	?					c	c
								
1365_0100482.exb	Forse	Forse					c	c
1365_0100482.exb	ti	ti					c	c
1365_0100482.exb	piaci	piaci					c	i
1365_0100482.exb	?	?					c	c
								
1325_1001168.exb	Aspetto	Aspetto					c	c
1325_1001168.exb	la	la					c	c
1325_1001168.exb	tua	tua					c	c
1325_1001168.exb	risposta	risposta					c	c
1325_1001168.exb	.	.					c	c
								
1325_9000319.exb	Secondo	Secondo					c	c
1325_9000319.exb	me	me					c	c
1325_9000319.exb	l'	l'					c	c
1325_9000319.exb	amizicia	amicizia	CHA				i	i
1325_9000319.exb	virtuale	virtuale					c	c
1325_9000319.exb	sia	è	CHA				i	i
1325_9000319.exb	possibile	possibile					c	c
1325_9000319.exb	solo	solo					c	c
1325_9000319.exb	in	in					c	c
1325_9000319.exb	alcune	alcune					c	i
1325_9000319.exb	parte	parti	CHA				i	i
1325_9000319.exb	.	.					c	c
								
1325_9000319.exb	Trovare	Trovare					c	c
1325_9000319.exb	una	una					c	c
1325_9000319.exb	partner	partner					c	c
1325_9000319.exb	vuole	vuol	CHA				i	c
1325_9000319.exb	dire	dire					c	c
1325_9000319.exb	avere	avere					c	c
