filename	learner	TH1	TH1Diff	TH2	TH2Diff	markable_scheme	gold_label
1365_0100276.exb	professionale	professionale		professionale		V_FS	c
1365_0100276.exb	ho	ho		ho		H_Intelltxt	c
1365_0100276.exb	comincato	cominciato	CHA	cominciato	CHA	H_Intelltxt	i
1365_0100276.exb	a	a		a		H_Intelltxt	c
1365_0100276.exb	lavorare	lavorare		lavorare		H_Intelltxt	c
1365_0100276.exb	ed	e	CHA	e	CHA	H_Intelltxt	i
1365_0100276.exb	adesso	adesso		adesso		H_Intelltxt	c
1365_0100276.exb	non	non		non		H_Intelltxt	c
1365_0100276.exb	trovo	trovo		trovo		V_FS	c
1365_0100276.exb	più	più		più		V_FS	c
1365_0100276.exb	il	il		il		V_FS	c
1365_0100276.exb	coraggio	coraggio		coraggio		V_FS	c
1365_0100276.exb	(	(		(		V_FS	c
1365_0100276.exb	o	o		o		V_FS	c
1365_0100276.exb	la	la		la		V_FS	c
1365_0100276.exb	voglia	voglia		voglia		V_FS	c
1365_0100276.exb	)	)		)		H_Intelltxt	c
1365_0100276.exb	di	di		di		H_Intelltxt	c
1365_0100276.exb	studiare	studiare		studiare		H_Intelltxt	c
1365_0100276.exb	.	.		.		H_Intelltxt	c
							
1385_0001194.exb	Aspetto	Aspetto					c
1385_0001194.exb	la	la					c
1385_0001194.exb	tua	tua					c
1385_0001194.exb	risposta	risposta					c
1385_0001194.exb	!	!					c
							
1385_0001164.exb	Aspetto	Aspetto					c
1385_0001164.exb	la	la					c
1385_0001164.exb	tua	tua					c
1385_0001164.exb	risposta	risposta					c
1385_0001164.exb	!	!					c
							
1325_1001013.exb	Ma	Ma					c
1325_1001013.exb	il	il					c
1325_1001013.exb	mio	mio					c
1325_1001013.exb	viaggio	viaggio					c
1325_1001013.exb	è	è					c
1325_1001013.exb	diventato	diventato					c
1325_1001013.exb	un	un					c
1325_1001013.exb	inbuco	incubo	CHA			O_Graph	i
1325_1001013.exb	.	.					c
							
1325_1001144.exb	Mi	Mi		Mi			c
1325_1001144.exb	chiamo	chiamo		chiamo			c
1325_1001144.exb	Maria	Maria		Maria			c
1325_1001144.exb	Rossi	Rossi		Rossi			c
1325_1001144.exb	e	e		e			c
1325_1001144.exb	ho	ho		ho			c
1325_1001144.exb	diciotto	diciotto		diciotto			c
1325_1001144.exb	anni	anni		anni			c
1325_1001144.exb	.	.		.			c
							
1325_1001144.exb	Studio	Studio		Studio			c
1325_1001144.exb	la	la		la			c
1325_1001144.exb	lingua	lingua		lingua			c
1325_1001144.exb	italiana	italiana		italiana			c
1325_1001144.exb	quattro	quattro		quattro			i
1325_1001144.exb	anni	anni		anni			c
1325_1001144.exb	fa		DEL		DEL		i
1325_1001144.exb	.	.		.			c
							
1325_1001144.exb	Dopo	Dopo		Dopo			c
1325_1001144.exb	l'	l'		l'			c
1325_1001144.exb	esame	esame		esame			c
1325_1001144.exb	di	di		di			c
1325_1001144.exb	maturità	maturità		maturità			c
1325_1001144.exb	vorrei	vorrei		vorrei			c
1325_1001144.exb	trasferirmi	trasferirmi		trasferirmi			c
1325_1001144.exb	a	a		a			c
1325_1001144.exb	Roma	Roma		Roma			c
1325_1001144.exb	così	così		così			i
1325_1001144.exb	è	è		è			c
1325_1001144.exb	necessario	necessario		necessario			c
1325_1001144.exb	che	che		che			c
1325_1001144.exb	possa	possa		possa			c
1325_1001144.exb	parlare	parlare		parlare			c
1325_1001144.exb	in	in		in			c
1325_1001144.exb	italiano	italiano		italiano			c
1325_1001144.exb	.	.		.			c
							
1325_1001057.exb	Maria	Maria					c
1325_1001057.exb	Rossi	Rossi					c
1325_1001057.exb	Strada	Strada					c
1325_1001057.exb	Maggiore	Maggiore					c
1325_1001057.exb	10	10					c
1325_1001057.exb	1234	1234					c
1325_1001057.exb	Città	Città					c
1325_1001057.exb	X	X					c
1325_1001057.exb	,	,					c
1325_1001057.exb	UNGHERIA	UNGHERIA					c
1325_1001057.exb	GABRIELLA	GABRIELLA					c
1325_1001057.exb	FAVATI	FAVATI					c
1325_1001057.exb	UNIVERISTÀ	UNIVERSITÀ	CHA				i
1325_1001057.exb	DEGLI	DEGLI					c
1325_1001057.exb	STUDI	STUDI					c
1325_1001057.exb	DI	DI					c
1325_1001057.exb	PAVIA	PAVIA					c
1325_1001057.exb	CORSO	CORSO					c
1325_1001057.exb	STRADA	STRADA					c
1325_1001057.exb	NUOVA	NUOVA					c
1325_1001057.exb	,	,					c
1325_1001057.exb	65	65					c
1325_1001057.exb	,	,					c
1325_1001057.exb	27	27					c
1325_1001057.exb	100	100					c
1325_1001057.exb	PAVIA	PAVIA					c
1325_1001057.exb	,	,					c
1325_1001057.exb	ITALIA	ITALIA					c
1325_1001057.exb	Città	Città					c
1325_1001057.exb	X	X					c
1325_1001057.exb	,	,					c
1325_1001057.exb	1	1					c
1325_1001057.exb	OTTOBRE	OTTOBRE					c
1325_1001057.exb	2011	2011					c
1325_1001057.exb	Gentile	Gentile					c
1325_1001057.exb	Gabriella	Gabriella					c
1325_1001057.exb	Favati	Favati					c
1325_1001057.exb	,	,					c
1325_1001057.exb	In	in	CHA			O_Capit	i
1325_1001057.exb	riferimento	riferimento					c
1325_1001057.exb	al	al					c
1325_1001057.exb	Suo	Suo					c
1325_1001057.exb	avviso	avviso					c
1325_1001057.exb	,		DEL			O_Punct	i
1325_1001057.exb	che	che					c
1325_1001057.exb	ho	ho					c
1325_1001057.exb	letto	letto					c
1325_1001057.exb	nella	nella					c
1325_1001057.exb	bacheca	bacheca					c
1325_1001057.exb	della	della					c
1325_1001057.exb	nostra	nostra					c
1325_1001057.exb	scuola	scuola					c
1325_1001057.exb	di	di					c
1325_1001057.exb	lingua	lingua					c
1325_1001057.exb	.	.					c
							
1325_1001168.exb	Ho	Ho					c
1325_1001168.exb	letto	letto					c
1325_1001168.exb	il	il					c
1325_1001168.exb	vostro	vostro					c
1325_1001168.exb	annuncio	annuncio					c
1325_1001168.exb	delle	delle					c
1325_1001168.exb	""""	""""					c
1325_1001168.exb	Serate	Serate					c
1325_1001168.exb	di	di					c
1325_1001168.exb	cucina	cucina					c
1325_1001168.exb	internazionale	internazionale					c
1325_1001168.exb	""""	""""					c
1325_1001168.exb	e	e					c
1325_1001168.exb	devo	devo					c
1325_1001168.exb	dire	dire					c
1325_1001168.exb	,		DEL			O_Punct	i
1325_1001168.exb	che	che					c
1325_1001168.exb	lo		DEL			G_Clit	i
1325_1001168.exb	è	è					c
1325_1001168.exb	stato	stato					c
1325_1001168.exb	molto	molto					c
1325_1001168.exb	interessante	interessante					c
1325_1001168.exb	per	per					c
1325_1001168.exb	me	me					c
1325_1001168.exb	.	.					c
							
1325_1001168.exb	Infatti	Infatti					c
1325_1001168.exb	,	,					c
1325_1001168.exb	questo	questo					c
1325_1001168.exb	è	è					c
1325_1001168.exb	in	in					c
1325_1001168.exb	intenzione	intenzione					c
1325_1001168.exb	per	per					c
1325_1001168.exb	iscrivermi	iscrivermi					c
1325_1001168.exb	al	al					c
1325_1001168.exb	primo	primo					c
1325_1001168.exb	ciclo	ciclo					c
1325_1001168.exb	.	.					c
							
1385_0001714.exb	Non	Non					c
1385_0001714.exb	ho	ho					c
1385_0001714.exb	tempo	tempo					c
1385_0001714.exb	per	per					c
1385_0001714.exb	incontrarti	incontrarti					c
1385_0001714.exb	perchè	perché	CHA			O_Graph	i
1385_0001714.exb	devo	devo					c
1385_0001714.exb	lavarare	lavorare	CHA			O_Graph	i
1385_0001714.exb	.	.					c
							
1365_0100026.exb	vi	Vi	CHA			O_Capit	i
1365_0100026.exb	saluto	saluto					c
1365_0100026.exb	.	.					c
							
1385_0001748.exb	IL	Il	CHA				i
1385_0001748.exb	MIO	mio	CHA				i
1385_0001748.exb	CAPO	capo	CHA				i
1385_0001748.exb	HA	ha	CHA				i
1385_0001748.exb	ORGANIZZATO	organizzato	CHA				i
1385_0001748.exb	UNA	una	CHA				i
1385_0001748.exb	RIUNIONE	riunione	CHA				i
1385_0001748.exb	GIOVEDI	giovedì	CHA			O_Graph	i
1385_0001748.exb	POMERIGGIO	pomeriggio	CHA				i
1385_0001748.exb	E	e	CHA				i
1385_0001748.exb	NON	non	CHA				i
1385_0001748.exb	HO	ho	CHA				i
1385_0001748.exb	TEMPO	tempo	CHA				i
1385_0001748.exb	PER	per	CHA			G_Art	i
1385_0001748.exb	APPUNTAMENTO	appuntamento	CHA			G_Art	i
1385_0001748.exb	.	.				G_Art	c
							
1385_0001748.exb	SI	Se	CHA			G_Pos	i
1385_0001748.exb	TU	tu	CHA			O_Punct	i
1385_0001748.exb	VOUI	vuoi	CHA			O_Graph	i
1385_0001748.exb	,		DEL			O_Punct	i
1385_0001748.exb	E	e	CHA			O_Punct	i
1385_0001748.exb	NON	non	CHA			O_Punct	i
1385_0001748.exb	SEI	sei	CHA			O_Punct	i
1385_0001748.exb	OCCUPATO	occupato	CHA			O_Punct	i
1385_0001748.exb	POSSIAMO	possiamo	CHA				i
1385_0001748.exb	INCONTRARE	incontrarci	CHA			G_Refl	i
1385_0001748.exb	.	.					c
							
1365_0100118.exb	Tanti	Tanti					c
1365_0100118.exb	saluti	saluti					c
1365_0100118.exb	.	.					c
							
1395_0000359.exb	27-03-2010	27-03-2010					c
1395_0000359.exb	Città	Città					c
1395_0000359.exb	X	X					c
1395_0000359.exb	Cara	Cara					c
1395_0000359.exb	Roberta	Roberta					c
1395_0000359.exb	,	,					c
1395_0000359.exb	Non	non	CHA			O_Capit	i
1395_0000359.exb	ho	ho					c
1395_0000359.exb	visto	visto					c
1395_0000359.exb	te	te					c
1395_0000359.exb	da	da					c
1395_0000359.exb	molto	molto					c
1395_0000359.exb	tempo	tempo					c
1395_0000359.exb	.	.					c
							
1395_0001119.exb	Ho	Ho					c
1395_0001119.exb	letto	letto					c
1395_0001119.exb	che	che					c
1395_0001119.exb	c'	c'					c
1395_0001119.exb	è	è					c
1395_0001119.exb	un	un					c
1395_0001119.exb	bus	bus					c
1395_0001119.exb	turistico	turistico					c
1395_0001119.exb	,		DEL			O_Punct	i
1395_0001119.exb	che	che					c
1395_0001119.exb	porta	porta					c
1395_0001119.exb	in	in					c
1395_0001119.exb	giro	giro					c
1395_0001119.exb	i	i					c
1395_0001119.exb	touristi	turisti	CHA			O_Graph	i
1395_0001119.exb	.	.					c
							
1395_0001119.exb	Mi	Mi					c
1395_0001119.exb	piacerebbe	piacerebbe					c
1395_0001119.exb	andare	andare					c
1395_0001119.exb	in	a	CHA			G_Prep	i
1395_0001119.exb	teatro	teatro					c
1395_0001119.exb	e	e					c
1395_0001119.exb	ti	ti					c
1395_0001119.exb	invitero	inviterò	CHA			O_Graph	i
1395_0001119.exb	cenare	cenare				G_Prep	i
1395_0001119.exb	in	in					c
1395_0001119.exb	un	un					c
1395_0001119.exb	ristorante	ristorante					c
1395_0001119.exb	Piemontese	piemontese	CHA			O_Capit	i
1395_0001119.exb	.	.					c
							
1395_0000389.exb	Per	Per					c
1395_0000389.exb	tre	tre					c
1395_0000389.exb	giorni	giorni					c
1395_0000389.exb	.	.					c
							
1385_0000102.exb	Ancora	Ancora				G_Art	c
1385_0000102.exb	volta	volta				G_Art	i
1385_0000102.exb	mi	mi					c
1385_0000102.exb	dispiace	dispiace					c
1385_0000102.exb	,	,					c
1385_0000102.exb	ma	ma				G_Wo	c
1385_0000102.exb	non	non				G_Wo	c
1385_0000102.exb	è	è				G_Wo	c
1385_0000102.exb	mia		MOVS			G_Wo	i
1385_0000102.exb	colpa	colpa				G_Wo	c
1385_0000102.exb	,	:	CHA			G_Wo	i
1385_0000102.exb	Mio	mio	CHA			O_Capit	i
1385_0000102.exb	capo	capo				G_Art	c
1385_0000102.exb	ha	ha					c
1385_0000102.exb	organizzato	organizzato					c
1385_0000102.exb	una	una					c
1385_0000102.exb	runione	riunione	CHA				i
1385_0000102.exb	giovedi	giovedì	CHA			O_Graph	i
1385_0000102.exb	pomeriggio	pomeriggio					c
1385_0000102.exb	e	e					c
1385_0000102.exb	per	per					c
1385_0000102.exb	questo	questo					c
1385_0000102.exb	dobbiamo	dobbiamo					c
1385_0000102.exb	cambiare	cambiare					c
1385_0000102.exb	nostro	nostro				G_Art	i
1385_0000102.exb	appuntamento	appuntamento				G_Art	c
1385_0000102.exb	.	.				G_Art	c
							
1365_0100136.exb	O	O					c
1365_0100136.exb	soldi	soldi					c
1365_0100136.exb	?	?					c
							
1365_0100195.exb	Vorrei	Vorrei					c
1365_0100195.exb	prenotare	prenotare					c
1365_0100195.exb	una	una					c
1365_0100195.exb	camera	camera					c
1365_0100195.exb	singola	singola					c
1365_0100195.exb	,	,					c
1365_0100195.exb	se	se					c
1365_0100195.exb	possibile	possibile					i
1365_0100195.exb	.	.					c
							
1395_0001017.exb	La	la	CHA	la	CHA		i
1395_0001017.exb	mia	mia		mia			c
1395_0001017.exb	famiglia	famiglia		famiglia			c
1395_0001017.exb	anche		MOVS		MOVS	G_Conj	i
1395_0001017.exb	sta	sta		sta			c
1395_0001017.exb	bene	bene		bene			c
1395_0001017.exb	.	.		.			c
							
1395_0000635.exb	Città	Città		Città			c
1395_0000635.exb	X	X		X			c
1395_0000635.exb	,	,		,			c
1395_0000635.exb	4	4		4			c
1395_0000635.exb	Marzo	marzo	CHA	Marzo		O_Capit	i
1395_0000635.exb	2010	2010		2010			c
1395_0000635.exb	Caro	Caro		Caro			c
1395_0000635.exb	Vito	Vito		Vito			c
1395_0000635.exb	,	,		,			c
1395_0000635.exb	Ciao	ciao	CHA	ciao	CHA	O_Capit	i
1395_0000635.exb	!	!		!			c
							
1365_0100225.exb	Mi	Mi					c
1365_0100225.exb	è	è					c
1365_0100225.exb	piacuto	piaciuto	CHA			O_Graph	i
1365_0100225.exb	molto	molto					c
1365_0100225.exb	!	!					c
							
1325_9000143.exb	RingraziandoVi	RingraziandoVi		RingraziandoVi			c
1325_9000143.exb	per	per		per			c
1325_9000143.exb	l'	l'		l'			c
1325_9000143.exb	attenzione	attenzione		attenzione			c
1325_9000143.exb	dedicatami	dedicatami		dedicatami			c
1325_9000143.exb	,	,		,			c
1325_9000143.exb	sono	sono		sono			c
1325_9000143.exb	a	a		a			c
1325_9000143.exb	disposizione	disposizione		disposizione			c
1325_9000143.exb	per	per		per			c
1325_9000143.exb	un	un		un			c
1325_9000143.exb	colloquio	colloquio		colloquio			c
1325_9000143.exb	informativo	informativo		informativo			c
1325_9000143.exb	.	.		.			c
							
1325_9000213.exb	Vorrei	Vorrei		Vorrei			c
1325_9000213.exb	passare	passare		passare			c
1325_9000213.exb	l'	l'		l'			c
1325_9000213.exb	estate	estate		estate			c
1325_9000213.exb	prima	prima		prima			c
1325_9000213.exb	dello	dello		dello			c
1325_9000213.exb	studio	studio		studio			c
1325_9000213.exb	lavorando	lavorando		lavorando			c
1325_9000213.exb	nella	nella		nella			c
1325_9000213.exb	sua	sua		sua			c
1325_9000213.exb	agenzia	agenzia		agenzia			c
1325_9000213.exb	che	che		che			c
1325_9000213.exb	mi	mi		mi			c
1325_9000213.exb	piace	piace		piace			c
1325_9000213.exb	molto	molto		molto			c
1325_9000213.exb	per	per		per			c
1325_9000213.exb	fare	fare		fare			c
1325_9000213.exb	esperienze	esperienze		esperienze			c
1325_9000213.exb	nel	nel		nel			c
1325_9000213.exb	mondo	mondo		mondo			c
1325_9000213.exb	lavorativo	lavorativo		lavorativo			c
1325_9000213.exb	e	e		e			c
1325_9000213.exb	per	per		per			c
1325_9000213.exb	conoscere	conoscere		conoscere			c
1325_9000213.exb	meglio	meglio		meglio			c
1325_9000213.exb	l'	l'		l'			c
1325_9000213.exb	Italia	Italia		Italia			c
1325_9000213.exb	.	.		.			c
							
1325_9000140.exb	Ho	Ho		Ho			c
1325_9000140.exb	19	19		19			c
1325_9000140.exb	anni	anni		anni			c
1325_9000140.exb	e	e		e			c
1325_9000140.exb	ho	ho		ho			c
1325_9000140.exb	appena	appena		appena			c
1325_9000140.exb	ricevata	ricevuto	CHA	conseguito	CHA	G_Verb_compl	i
1325_9000140.exb	la	la		la			c
1325_9000140.exb	maturità	maturità		maturità			c
1325_9000140.exb	.	.		.			c
							
1325_9000140.exb	Non	Non		Non			c
1325_9000140.exb	abbiamo	abbiamo		abbiamo			c
1325_9000140.exb	dei	dei		dei			c
1325_9000140.exb	gravi	gravi		gravi			c
1325_9000140.exb	problemi	problemi		problemi			c
1325_9000140.exb	come	come		come			c
1325_9000140.exb	la	la		la			c
1325_9000140.exb	famina	famina		fame	CHA		c
1325_9000140.exb	.	.		.			c
							
1325_9000140.exb	Penso	Penso		Penso			c
1325_9000140.exb	che	che		che			c
1325_9000140.exb	io	io		io			c
1325_9000140.exb	sia	sia		sia			c
1325_9000140.exb	adatto	adatta	CHA	adatta	CHA	G_Morphol_Wrong	i
1325_9000140.exb	a	a		a			c
1325_9000140.exb	questo	questo		questo			c
1325_9000140.exb	progetto	progetto		progetto			c
1325_9000140.exb	perchè	perché	CHA	perché	CHA	O_Graph	i
1325_9000140.exb	mi	mi		mi			c
1325_9000140.exb	interesso	interesso		interesso			c
1325_9000140.exb	tantissimo	tantissimo		tantissimo			c
1325_9000140.exb	per	dei	DEL	dei	MERGE/CHA	G_Prep	i
1325_9000140.exb	i		DEL				i
1325_9000140.exb	problemi	problemi		problemi			c
1325_9000140.exb	nel	del	CHA	del	CHA	G_Prep	i
1325_9000140.exb	mondo	mondo		mondo			c
1325_9000140.exb	.	.		.			c
							
1325_9000140.exb	Così	Così		Così			c
1325_9000140.exb	ho	ho		ho			c
1325_9000140.exb	già	già		già			c
1325_9000140.exb	fatto	fatto		fatto			c
1325_9000140.exb	delle	delle		delle			c
1325_9000140.exb	esperienze	esperienze		esperienze			c
1325_9000140.exb	!	!		!			c
							
1325_9000102.exb	QUINDI	Quindi	CHA				i
1325_9000102.exb	SONO	sono	CHA				i
1325_9000102.exb	DISPONIBILE	disponibile	CHA				i
1325_9000102.exb	DI	a	CHA			G_Prep	i
1325_9000102.exb	REGALARLI	regalarli	CHA				i
1325_9000102.exb	A	a	CHA				i
1325_9000102.exb	VOI	Voi	CHA				i
1325_9000102.exb	.	.					c
							
1325_1001170.exb	Mi	Mi					c
1325_1001170.exb	permetto	permetto					c
1325_1001170.exb	di	di					c
1325_1001170.exb	presentare	presentare					c
1325_1001170.exb	l'	l'					c
1325_1001170.exb	impegno	impegno					c
1325_1001170.exb	in	in					c
1325_1001170.exb	questione	questione					c
1325_1001170.exb	.	.					c
							
1325_1001018.exb	Non	Non					c
1325_1001018.exb	era	era					c
1325_1001018.exb	possibile	possibile					c
1325_1001018.exb	a		DEL			G_Prep	i
1325_1001018.exb	giocare	giocare					c
1325_1001018.exb	a	a					c
1325_1001018.exb	tennis	tennis					c
1325_1001018.exb	,		DEL			O_Punct	i
1325_1001018.exb	perché	perché					c
1325_1001018.exb	i	i					c
1325_1001018.exb	campi	campi					c
1325_1001018.exb	da	da					c
1325_1001018.exb	tennis	tennis					c
1325_1001018.exb	era	erano	CHA			G_Agr	i
1325_1001018.exb	sotto	in	CHA			G_Prep	i
1325_1001018.exb	riparazione	riparazione					c
1325_1001018.exb	.	.					c
							
1365_0100262.exb	Mi	Mi					c
1365_0100262.exb	piacerebbe	piacerebbe					c
1365_0100262.exb	farvi	farvi					c
1365_0100262.exb	un	un					c
1365_0100262.exb	bel	bel					c
1365_0100262.exb	regalo	regalo					c
1365_0100262.exb	per	per					c
1365_0100262.exb	questo	questo					c
1365_0100262.exb	giorno	giorno					c
1365_0100262.exb	speciale	speciale					c
1365_0100262.exb	.	.					c
							
1365_0100074.exb	Caro	Caro					c
1365_0100074.exb	Francesco	Francesco					c
1365_0100074.exb	!	!					c
							
1365_0100074.exb	Il	Il				G_Prep	c
1365_0100074.exb	tempo	tempo				G_Prep	c
1365_0100074.exb	apprendisto	apprendistato	CHA			G_Inflect_Inexist	i
1365_0100074.exb	dura	dura					c
1365_0100074.exb	tre	tre					c
1365_0100074.exb	annos	anni	CHA			G_Inflect_Inexist	i
1365_0100074.exb	.	.					c
							
1365_0100074.exb	Mi	Mi					c
1365_0100074.exb	piacerebbe	piacerebbe					c
1365_0100074.exb	se	se					c
1365_0100074.exb	tu	tu					c
1365_0100074.exb	mi	mi					c
1365_0100074.exb	fai	facessi	CHA			G_Verb	i
1365_0100074.exb	guardare	guardare					c
1365_0100074.exb	il	il					c
1365_0100074.exb	tuo	tuo					c
1365_0100074.exb	curriculum	curriculum					c
1365_0100074.exb	.	.					c
							
1365_0100456.exb	Anch'	Anch'					c
1365_0100456.exb	io	io					c
1365_0100456.exb	devo	devo					c
1365_0100456.exb	fare	fare					c
1365_0100456.exb	un	un					c
1365_0100456.exb	esame	esame					c
1365_0100456.exb	.	.					c
							
1365_0100456.exb	Forse	Forse					c
1365_0100456.exb	questo	questo					c
1365_0100456.exb	lavoro	lavoro					c
1365_0100456.exb	ti	ti					c
1365_0100456.exb	interesse	interessa	CHA			G_Inflect_Inexist	i
1365_0100456.exb	?	?					c
							
1365_0100176.exb	Oppure	Oppure					c
1365_0100176.exb	volete	volete					c
1365_0100176.exb	soldi	soldi					c
1365_0100176.exb	e	e					c
1365_0100176.exb	fiori	fiori					c
1365_0100176.exb	?	?					c
							
1325_1001086.exb	Ho	Ho		Ho		C_Coh_txtstruct	c
1325_1001086.exb	alcune	alcune		alcune		C_Coh_txtstruct	c
1325_1001086.exb	domande	domande		domande		C_Coh_txtstruct	c
1325_1001086.exb	:	:		:		C_Coh_txtstruct	c
1325_1001086.exb	-	-		-		H_Intelltxt	c
1325_1001086.exb	Da	Da		da	CHA	H_Intelltxt	c
1325_1001086.exb	quanto	quando	CHA	quando	CHA	H_Intelltxt	i
1325_1001086.exb	fino	fino		fino		H_Intelltxt	c
1325_1001086.exb	a	a		a		H_Intelltxt	c
1325_1001086.exb	quanto	quando	CHA	quando	CHA	H_Intelltxt	i
1325_1001086.exb	devo	devo		devo		H_Intelltxt	c
1325_1001086.exb	lavorare	lavorare		lavorare		H_Intelltxt	c
1325_1001086.exb	?	?		?		H_Intelltxt	c
							
1325_1001086.exb	O	O		O		H_Intelltxt	c
1325_1001086.exb	da	da		da		H_Intelltxt	c
1325_1001086.exb	quale	quale		quale		H_Intelltxt	c
1325_1001086.exb	mese	mese		mese		H_Intelltxt	c
1325_1001086.exb	?	?		?		H_Intelltxt	c
							
1325_9000685.exb	Città	Città		Città		H_Intelltxt	c
1325_9000685.exb	X	X		X		H_Intelltxt	c
1325_9000685.exb	,	,		,		H_Intelltxt	c
1325_9000685.exb	14	14		14		H_Intelltxt	c
1325_9000685.exb	maggio	maggio		maggio		H_Intelltxt	c
1325_9000685.exb	2011	2011		2011		H_Intelltxt	c
1325_9000685.exb	Maria	Maria		Maria		H_Intelltxt	c
1325_9000685.exb	Rossi	Rossi		Rossi		H_Intelltxt	c
1325_9000685.exb	Strada	Strada		Strada		H_Intelltxt	c
1325_9000685.exb	Maggiore	Maggiore		Maggiore		H_Intelltxt	c
1325_9000685.exb	54	54		54		H_Intelltxt	c
1325_9000685.exb	/	/		/		H_Intelltxt	c
1325_9000685.exb	30	30		30		H_Intelltxt	c
1325_9000685.exb	12345	12345		12345		H_Intelltxt	c
1325_9000685.exb	Città	Città		Città		H_Intelltxt	c
1325_9000685.exb	X	X		X		H_Intelltxt	c
1325_9000685.exb	Solidarietà	Solidarietà		Solidarietà		H_Intelltxt	c
1325_9000685.exb	Viva	Viva		Viva		H_Intelltxt	c
1325_9000685.exb	Viale	Viale		Viale		H_Intelltxt	c
1325_9000685.exb	Bruzzi	Bruzzi		Bruzzi		H_Intelltxt	c
1325_9000685.exb	117	117		117		H_Intelltxt	c
1325_9000685.exb	21023	21023		21023		H_Intelltxt	c
1325_9000685.exb	Milano	Milano		Milano		H_Intelltxt	c
1325_9000685.exb	Gentili	Gentili		Gentili		S_Txt	c
1325_9000685.exb	Signori	Signori		Signori		S_Txt	c
1325_9000685.exb	,	,		,		S_Txt	c
1325_9000685.exb	in	in		in		S_Txt	c
1325_9000685.exb	riferimento	riferimento		riferimento		S_Txt	c
1325_9000685.exb	all'	all'		all'		S_Txt	c
1325_9000685.exb	annuncio	annuncio		annuncio		S_Txt	c
1325_9000685.exb	apparso	apparso		apparso		S_Txt	c
1325_9000685.exb	in	in		in		S_Txt	c
1325_9000685.exb	un	un		un		S_Txt	c
1325_9000685.exb	giornale	giornale		giornale		S_Txt	c
1325_9000685.exb	vorrei	vorrei		vorrei		S_Txt	c
1325_9000685.exb	proporre	proporre		proporre		S_Txt	c
1325_9000685.exb	la	la		la		S_Txt	c
1325_9000685.exb	mia	mia		mia		S_Txt	c
1325_9000685.exb	disponibilità	disponibilità		disponibilità		S_Txt	c
1325_9000685.exb	per	per		per		S_Txt	c
1325_9000685.exb	aiutare	aiutare		aiutare		S_Txt	c
1325_9000685.exb	l'	l'		l'		S_Txt	c
1325_9000685.exb	attivita	attività	CHA	attività	CHA	S_Txt	i
1325_9000685.exb	della	della		della		S_Txt	c
1325_9000685.exb	Vostra	Vostra		Vostra		S_Txt	c
1325_9000685.exb	Società	Società		Società		S_Txt	c
1325_9000685.exb	.	.		.		S_Txt	c
							
1325_9000685.exb	Visto	Visto		Visto		H_Intelltxt	c
1325_9000685.exb	che	che		che		H_Intelltxt	c
1325_9000685.exb	sono	sono		sono		H_Intelltxt	c
1325_9000685.exb	disponibile	disponibile		disponibile		H_Intelltxt	c
1325_9000685.exb	durante	durante		durante		H_Intelltxt	c
1325_9000685.exb	tutto	tutto		tutto		H_Intelltxt	c
1325_9000685.exb	il	il		il		H_Intelltxt	c
1325_9000685.exb	mese	mese		mese		H_Intelltxt	c
1325_9000685.exb	di	di		di		H_Intelltxt	c
1325_9000685.exb	luglio	luglio		luglio		H_Intelltxt	c
1325_9000685.exb	vorrei	vorrei		vorrei		H_Intelltxt	c
1325_9000685.exb	aiutarvi	aiutarvi		aiutarvi		H_Intelltxt	c
1325_9000685.exb	in	in		in		H_Intelltxt	c
1325_9000685.exb	un	un		un		H_Intelltxt	c
1325_9000685.exb	progetto	progetto		progetto		H_Intelltxt	c
1325_9000685.exb	da	da		da		H_Intelltxt	c
1325_9000685.exb	Voi	Voi		Voi		H_Intelltxt	c
1325_9000685.exb	organizzato	organizzato		organizzato		H_Intelltxt	c
1325_9000685.exb	.	.		.		H_Intelltxt	c
							
1325_1001021.exb	D'	D'					c
1325_1001021.exb	altra	altra					c
1325_1001021.exb	parte	parte					c
1325_1001021.exb	,	,					c
1325_1001021.exb	sono	sono					c
1325_1001021.exb	sicura	sicura					c
1325_1001021.exb	che	che					c
1325_1001021.exb	i	i					c
1325_1001021.exb	campi	campi					c
1325_1001021.exb	estivi	estivi					c
1325_1001021.exb	sarebbero	sarebbero					c
1325_1001021.exb	ideali	ideali					c
1325_1001021.exb	per	per					c
1325_1001021.exb	me	me					c
1325_1001021.exb	,	,					c
1325_1001021.exb	perché	perché					c
1325_1001021.exb	una	una					c
1325_1001021.exb	volta	volta					c
1325_1001021.exb	lavoravo	lavoravo					c
1325_1001021.exb	in	in					c
1325_1001021.exb	un	un					c
1325_1001021.exb	campo	campo					c
1325_1001021.exb	di	di					c
1325_1001021.exb	questo	questo					c
1325_1001021.exb	tipo	tipo					c
1325_1001021.exb	.	.					c
							
1395_0000534.exb	Ma	Ma		Ma			c
1395_0000534.exb	come	come		come			c
1395_0000534.exb	faccio	faccio		faccio			c
1395_0000534.exb	per	per		per			c
1395_0000534.exb	andare	andare		venire	CHA		c
1395_0000534.exb	a	a		a			c
1395_0000534.exb	Casa	casa	CHA	casa	CHA	O_Capit	i
1395_0000534.exb	tua	tua		tua			c
1395_0000534.exb	?	?		?			c
							
1395_0001145.exb	Quando	Quando				O_Punct	c
1395_0001145.exb	abbiamo	abbiamo				O_Punct	c
