filename	token	col1	col2	col3	col4	col5	col6	col7	col8	gold_label
2019_ABu_69_2.ann	,									c
2019_ABu_69_2.ann	some									c
2019_ABu_69_2.ann	years									c
2019_ABu_69_2.ann	ago									c
2019_ABu_69_2.ann	Azerbaijan									c
2019_ABu_69_2.ann	turned									c
2019_ABu_69_2.ann	off									c
2019_ABu_69_2.ann	all									c
2019_ABu_69_2.ann	electricity									c
2019_ABu_69_2.ann	stations									c
2019_ABu_69_2.ann	in									c
2019_ABu_69_2.ann	many									c
2019_ABu_69_2.ann	towns									c
2019_ABu_69_2.ann	to									c
2019_ABu_69_2.ann	help									c
2019_ABu_69_2.ann	poor									c
2019_ABu_69_2.ann	countries									c
2019_ABu_69_2.ann	to									c
2019_ABu_69_2.ann	servive	Spelling	survive							i
2019_ABu_69_2.ann	,									c
2019_ABu_69_2.ann	but									c
2019_ABu_69_2.ann	,									c
2019_ABu_69_2.ann	unfortunately									c
2019_ABu_69_2.ann	,									c
2019_ABu_69_2.ann	azerbaijanian	Capitalisation	Azerbaijani	Formational_affixes	Azerbaijani					i
2019_ABu_69_2.ann	people									c
2019_ABu_69_2.ann	lived									c
2019_ABu_69_2.ann	with	Spelling	without							i
2019_ABu_69_2.ann	out	Spelling	without							i
2019_ABu_69_2.ann	light									c
2019_ABu_69_2.ann	,									c
2019_ABu_69_2.ann	Internet									c
2019_ABu_69_2.ann	,									c
2019_ABu_69_2.ann	TV									c
2019_ABu_69_2.ann	for									c
2019_ABu_69_2.ann	4									c
2019_ABu_69_2.ann	days									c
2019_ABu_69_2.ann	.									c

2019_ABu_35_2.ann	Lots									c
2019_ABu_35_2.ann	of									c
2019_ABu_35_2.ann	conflicts									c
2019_ABu_35_2.ann	in									c
2019_ABu_35_2.ann	the									c
2019_ABu_35_2.ann	United									c
2019_ABu_35_2.ann	States									c
2019_ABu_35_2.ann	showed									c
2019_ABu_35_2.ann	that									c
2019_ABu_35_2.ann	even									c
2019_ABu_35_2.ann	one									c
2019_ABu_35_2.ann	of									c
2019_ABu_35_2.ann	the									c
2019_ABu_35_2.ann	most									c
2019_ABu_35_2.ann	advanced									c
2019_ABu_35_2.ann	nations									c
2019_ABu_35_2.ann	in									c
2019_ABu_35_2.ann	human									c
2019_ABu_35_2.ann	history									c
2019_ABu_35_2.ann	is									c
2019_ABu_35_2.ann	still									c
2019_ABu_35_2.ann	experiencing									c
2019_ABu_35_2.ann	major									c
2019_ABu_35_2.ann	problems									c
2019_ABu_35_2.ann	in									c
2019_ABu_35_2.ann	their									c
2019_ABu_35_2.ann	society									c
2019_ABu_35_2.ann	.									c

2019_ABu_35_2.ann	Focusing	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	on	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	dealing	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	with	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	the	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	problems	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	of	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	other	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	nations	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	,	Punctuation	Focusing on dealing with the problems of other nations							i
2019_ABu_35_2.ann	while									c
2019_ABu_35_2.ann	ignoring									c
2019_ABu_35_2.ann	their									c
2019_ABu_35_2.ann	owns	Absence_comp_sent	own ones							i
2019_ABu_35_2.ann	can									i
2019_ABu_35_2.ann	have									c
2019_ABu_35_2.ann	catastrophic									c
2019_ABu_35_2.ann	results									c
2019_ABu_35_2.ann	.									c

2019_EEr_157_2.ann	THat	Spelling	That							i
2019_EEr_157_2.ann	is									c
2019_EEr_157_2.ann	way	Spelling	why							i
2019_EEr_157_2.ann	architects									c
2019_EEr_157_2.ann	recieved	Spelling	received							i
2019_EEr_157_2.ann	so									c
2019_EEr_157_2.ann	much									c
2019_EEr_157_2.ann	money									c
2019_EEr_157_2.ann	in									c
2019_EEr_157_2.ann	the									c
2019_EEr_157_2.ann	times	Noun_number	time							i
2019_EEr_157_2.ann	of									c
2019_EEr_157_2.ann	kings									c
2019_EEr_157_2.ann	.									c

2019_EEr_162_2.ann	There									c
2019_EEr_162_2.ann	is									c
2019_EEr_162_2.ann	a									c
2019_EEr_162_2.ann	popular									c
2019_EEr_162_2.ann	opinion									c
2019_EEr_162_2.ann	that									c
2019_EEr_162_2.ann	it									c
2019_EEr_162_2.ann	is									c
2019_EEr_162_2.ann	family									c
2019_EEr_162_2.ann	that									c
2019_EEr_162_2.ann	mostly									c
2019_EEr_162_2.ann	defines	lex_item_choice	shapes							i
2019_EEr_162_2.ann	the									c
2019_EEr_162_2.ann	personality									c
2019_EEr_162_2.ann	of									c
2019_EEr_162_2.ann	a									c
2019_EEr_162_2.ann	child									c
2019_EEr_162_2.ann	in									c
2019_EEr_162_2.ann	their	Ref_device	his or her							i
2019_EEr_162_2.ann	first									c
2019_EEr_162_2.ann	ages	lex_item_choice	years							i
2019_EEr_162_2.ann	.									c

2019_EEr_162_2.ann	The									c
2019_EEr_162_2.ann	defenders									c
2019_EEr_162_2.ann	of									c
2019_EEr_162_2.ann	this									c
2019_EEr_162_2.ann	opinion									c
2019_EEr_162_2.ann	argue									c
2019_EEr_162_2.ann	that									c
2019_EEr_162_2.ann	there									c
2019_EEr_162_2.ann	are									c
2019_EEr_162_2.ann	many									c
2019_EEr_162_2.ann	examples									c
2019_EEr_162_2.ann	when									c
2019_EEr_162_2.ann	a									c
2019_EEr_162_2.ann	kid									c
2019_EEr_162_2.ann	from									c
2019_EEr_162_2.ann	a									c
2019_EEr_162_2.ann	decent									c
2019_EEr_162_2.ann	family									c
2019_EEr_162_2.ann	develops									c
2019_EEr_162_2.ann	different									c
2019_EEr_162_2.ann	behaviourial	Spelling	behavioural							i
2019_EEr_162_2.ann	deviations									c
2019_EEr_162_2.ann	after									c
2019_EEr_162_2.ann	meeting									c
2019_EEr_162_2.ann	the									c
2019_EEr_162_2.ann	real									c
2019_EEr_162_2.ann	life									c
2019_EEr_162_2.ann	full									c
2019_EEr_162_2.ann	of									c
2019_EEr_162_2.ann	violence									c
2019_EEr_162_2.ann	and									c
2019_EEr_162_2.ann	unjustice	Spelling	injustice	Formational_affixes	injustice					i
2019_EEr_162_2.ann	.									c

2019_ABu_33_2.ann	Another	Agreement_errors	Other							i
2019_ABu_33_2.ann	people									c
2019_ABu_33_2.ann	have									c
2019_ABu_33_2.ann	different	Articles	the different point of view							i
2019_ABu_33_2.ann	point	Articles	the different point of view							c
2019_ABu_33_2.ann	of	Articles	the different point of view							c
2019_ABu_33_2.ann	view	Articles	the different point of view							c
2019_ABu_33_2.ann	.									c

2019_EEr_303_2.ann	One	Linking_device	On one hand							i
2019_EEr_303_2.ann	one	Linking_device	On one hand							c
2019_EEr_303_2.ann	hand	Linking_device	On one hand							c
2019_EEr_303_2.ann	,									c
2019_EEr_303_2.ann	all									c
2019_EEr_303_2.ann	people									c
2019_EEr_303_2.ann	want									c
2019_EEr_303_2.ann	to									c
2019_EEr_303_2.ann	be									c
2019_EEr_303_2.ann	save	Category_confusion	safe							i
2019_EEr_303_2.ann	by	Prepositions	from							c
2019_EEr_303_2.ann	dangeory	Spelling	dangerous	Formational_affixes	dangerous					c
2019_EEr_303_2.ann	situations									c
2019_EEr_303_2.ann	,									c
2019_EEr_303_2.ann	that									c
2019_EEr_303_2.ann	is									c
2019_EEr_303_2.ann	why									c
2019_EEr_303_2.ann	architects									c
2019_EEr_303_2.ann	should									c
2019_EEr_303_2.ann	be									c
2019_EEr_303_2.ann	careful									c
2019_EEr_303_2.ann	with									c
2019_EEr_303_2.ann	their									c
2019_EEr_303_2.ann	work									c
2019_EEr_303_2.ann	and									c
2019_EEr_303_2.ann	try									c
2019_EEr_303_2.ann	to									c
2019_EEr_303_2.ann	do									c
2019_EEr_303_2.ann	the									c
2019_EEr_303_2.ann	best									c
2019_EEr_303_2.ann	for									c
2019_EEr_303_2.ann	creating									c
2019_EEr_303_2.ann	new									c
2019_EEr_303_2.ann	building	Noun_number	buildings							i
2019_EEr_303_2.ann	which									c
2019_EEr_303_2.ann	would									c
2019_EEr_303_2.ann	be	Voice	serve							i
2019_EEr_303_2.ann	serve	Voice	serve							c
2019_EEr_303_2.ann	for	Redundant_comp								c
2019_EEr_303_2.ann	their									c
2019_EEr_303_2.ann	purpose									c
2019_EEr_303_2.ann	.									c

2019_ABu_188_2.ann	They									c
2019_ABu_188_2.ann	want									c
2019_ABu_188_2.ann	to									c
2019_ABu_188_2.ann	earn									c
2019_ABu_188_2.ann	more									c
2019_ABu_188_2.ann	money									c
2019_ABu_188_2.ann	to									c
2019_ABu_188_2.ann	make									c
2019_ABu_188_2.ann	their									c
2019_ABu_188_2.ann	life	Noun_number	lives							i
2019_ABu_188_2.ann	more									c
2019_ABu_188_2.ann	beautiful									c
2019_ABu_188_2.ann	and									c
2019_ABu_188_2.ann	happier	Comparison_degree	happy							c
2019_ABu_188_2.ann	.									c

2019_ABu_188_2.ann	Also									c
2019_ABu_188_2.ann	,									c
2019_ABu_188_2.ann	they									c
2019_ABu_188_2.ann	work									c
2019_ABu_188_2.ann	for									c
2019_ABu_188_2.ann	their									c
2019_ABu_188_2.ann	future									c
2019_ABu_188_2.ann	,									c
2019_ABu_188_2.ann	to									c
2019_ABu_188_2.ann	provide									c
2019_ABu_188_2.ann	themselves									c
2019_ABu_188_2.ann	with									c
2019_ABu_188_2.ann	a	Articles	good life conditions							i
2019_ABu_188_2.ann	good	Articles	good life conditions							c
2019_ABu_188_2.ann	life	Articles	good life conditions							c
2019_ABu_188_2.ann	conditions	Articles	good life conditions							c
2019_ABu_188_2.ann	in									c
2019_ABu_188_2.ann	the									c
2019_ABu_188_2.ann	future									c
2019_ABu_188_2.ann	.									c

2019_ABu_188_2.ann	They									c
2019_ABu_188_2.ann	enjoy									c
2019_ABu_188_2.ann	their									c
2019_ABu_188_2.ann	lives									c
2019_ABu_188_2.ann	because									c
2019_ABu_188_2.ann	they									c
2019_ABu_188_2.ann	can									c
2019_ABu_188_2.ann	spend									c
2019_ABu_188_2.ann	their									c
2019_ABu_188_2.ann	time									c
2019_ABu_188_2.ann	with									c
2019_ABu_188_2.ann	their									c
2019_ABu_188_2.ann	friends									c
2019_ABu_188_2.ann	,									c
2019_ABu_188_2.ann	families									c
2019_ABu_188_2.ann	,									c
2019_ABu_188_2.ann	girlfriends									c
2019_ABu_188_2.ann	and									c
2019_ABu_188_2.ann	boyfriends									c
2019_ABu_188_2.ann	.									c

2019_EEr_169_2.ann	Many									c
2019_EEr_169_2.ann	sportsmen									c
2019_EEr_169_2.ann	achieved									c
2019_EEr_169_2.ann	their									c
2019_EEr_169_2.ann	goals									c
2019_EEr_169_2.ann	mainly									c
2019_EEr_169_2.ann	because									c
2019_EEr_169_2.ann	their									c
2019_EEr_169_2.ann	parents									c
2019_EEr_169_2.ann	decided									c
2019_EEr_169_2.ann	that									c
2019_EEr_169_2.ann	their									c
2019_EEr_169_2.ann	child									c
2019_EEr_169_2.ann	needs									c
2019_EEr_169_2.ann	to									c
2019_EEr_169_2.ann	go									c
2019_EEr_169_2.ann	to									c
2019_EEr_169_2.ann	a									c
2019_EEr_169_2.ann	sports									c
2019_EEr_169_2.ann	school									c
2019_EEr_169_2.ann	.									c

2019_EEr_169_2.ann	Everyone									c
2019_EEr_169_2.ann	wants									c
2019_EEr_169_2.ann	to									c
2019_EEr_169_2.ann	be									c
2019_EEr_169_2.ann	cool									c
2019_EEr_169_2.ann	and									c
2019_EEr_169_2.ann	liked									c
2019_EEr_169_2.ann	,									c
2019_EEr_169_2.ann	so									c
2019_EEr_169_2.ann	we									c
2019_EEr_169_2.ann	often									c
2019_EEr_169_2.ann	listen									c
2019_EEr_169_2.ann	too									c
2019_EEr_169_2.ann	much									c
2019_EEr_169_2.ann	to									c
2019_EEr_169_2.ann	what									c
2019_EEr_169_2.ann	others									c
2019_EEr_169_2.ann	have									c
2019_EEr_169_2.ann	to									c
2019_EEr_169_2.ann	say									c
2019_EEr_169_2.ann	.									c

2019_ABu_202_1.ann	Both									c
2019_ABu_202_1.ann	Indonesia									c
2019_ABu_202_1.ann	and									c
2019_ABu_202_1.ann	Australia									c
2019_ABu_202_1.ann	have									c
2019_ABu_202_1.ann	the									c
2019_ABu_202_1.ann	majority									c
2019_ABu_202_1.ann	of									c
2019_ABu_202_1.ann	men									c
2019_ABu_202_1.ann	working									c
2019_ABu_202_1.ann	the	Prepositions	in the sector							i
2019_ABu_202_1.ann	sector	Prepositions	in the sector							c
2019_ABu_202_1.ann	of									c
2019_ABu_202_1.ann	industry									c
2019_ABu_202_1.ann	(									c
2019_ABu_202_1.ann	15									c
2019_ABu_202_1.ann	%									c
2019_ABu_202_1.ann	and									c
2019_ABu_202_1.ann	32									c
2019_ABu_202_1.ann	%									c
2019_ABu_202_1.ann	)									c
2019_ABu_202_1.ann	.									c

2019_EEr_290_1.ann	This									c
2019_EEr_290_1.ann	graph									c
2019_EEr_290_1.ann	illustrates									c
2019_EEr_290_1.ann	the									c
2019_EEr_290_1.ann	percentage	Prepositional_noun	percentage of							c
2019_EEr_290_1.ann	difference	Articles	the difference							i
2019_EEr_290_1.ann	in									c
2019_EEr_290_1.ann	income									c
2019_EEr_290_1.ann	between									c
2019_EEr_290_1.ann	women									c
2019_EEr_290_1.ann	and									c
2019_EEr_290_1.ann	men									c
2019_EEr_290_1.ann	in									c
2019_EEr_290_1.ann	five									c
2019_EEr_290_1.ann	countries									c
2019_EEr_290_1.ann	.									c

2019_ABu_39_2.ann	Another									c
2019_ABu_39_2.ann	significant									c
2019_ABu_39_2.ann	point									c
2019_ABu_39_2.ann	is									c
2019_ABu_39_2.ann	that									c
2019_ABu_39_2.ann	some									c
2019_ABu_39_2.ann	countries									c
2019_ABu_39_2.ann	face									c
2019_ABu_39_2.ann	an									c
2019_ABu_39_2.ann	immense									c
2019_ABu_39_2.ann	number									c
2019_ABu_39_2.ann	of									c
2019_ABu_39_2.ann	social									c
2019_ABu_39_2.ann	problems									c
2019_ABu_39_2.ann	.									c

2019_ABu_74_1.ann	To									c
2019_ABu_74_1.ann	look									c
2019_ABu_74_1.ann	at									c
2019_ABu_74_1.ann	the									c
2019_ABu_74_1.ann	chart									c
2019_ABu_74_1.ann	in									c
2019_ABu_74_1.ann	more									c
2019_ABu_74_1.ann	detail									c
2019_ABu_74_1.ann	,									c
2019_ABu_74_1.ann	China									c
2019_ABu_74_1.ann	,									c
2019_ABu_74_1.ann	with	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	almost	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	90	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	%	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	of	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	its	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	energy	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	produced	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	by	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	fossil	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	fuels	Punctuation	with almost 90% of its energy produced by fossil fuels,							i
2019_ABu_74_1.ann	reached									c
2019_ABu_74_1.ann	the									c
2019_ABu_74_1.ann	top									c
2019_ABu_74_1.ann	in									c
2019_ABu_74_1.ann	2015									c
2019_ABu_74_1.ann	.									c

2019_EEr_295_1.ann	Earnings									c
2019_EEr_295_1.ann	of									c
2019_EEr_295_1.ann	USA	lex_item_choice	American							i
2019_EEr_295_1.ann	male									c
2019_EEr_295_1.ann	and									c
2019_EEr_295_1.ann	female									c
2019_EEr_295_1.ann	citizens									c
2019_EEr_295_1.ann	by									c
2019_EEr_295_1.ann	this									c
2019_EEr_295_1.ann	period									c
2019_EEr_295_1.ann	became									c
2019_EEr_295_1.ann	similar									c
2019_EEr_295_1.ann	much									c
2019_EEr_295_1.ann	more									c
2019_EEr_295_1.ann	drastically									c
2019_EEr_295_1.ann	:									c
2019_EEr_295_1.ann	we									c
2019_EEr_295_1.ann	can									c
2019_EEr_295_1.ann	note									c
2019_EEr_295_1.ann	quite									c
2019_EEr_295_1.ann	a									c
2019_EEr_295_1.ann	quick									c
2019_EEr_295_1.ann	decline									c
2019_EEr_295_1.ann	in									c
2019_EEr_295_1.ann	the									c
2019_EEr_295_1.ann	salary									c
2019_EEr_295_1.ann	difference									c
2019_EEr_295_1.ann	from									c
2019_EEr_295_1.ann	40									c
2019_EEr_295_1.ann	%									c
2019_EEr_295_1.ann	to									c
2019_EEr_295_1.ann	20									c
2019_EEr_295_1.ann	%									c
2019_EEr_295_1.ann	.									c

2019_ABu_241_2.ann	It									c
2019_ABu_241_2.ann	is									c
2019_ABu_241_2.ann	often									c
2019_ABu_241_2.ann	argued									c
2019_ABu_241_2.ann	that									c
2019_ABu_241_2.ann	family	lex_part_choice	your family							i
2019_ABu_241_2.ann	is	Tense_choice	has influenced							c
2019_ABu_241_2.ann	influence	Tense_choice	has influenced							i
2019_ABu_241_2.ann	you									c
2019_ABu_241_2.ann	the									c
2019_ABu_241_2.ann	most									c
2019_ABu_241_2.ann	in									c
2019_ABu_241_2.ann	the	Articles	childhood							i
2019_ABu_241_2.ann	childhood	Articles	childhood							c
2019_ABu_241_2.ann	.									c

2019_ABu_241_2.ann	However									c
2019_ABu_241_2.ann	,									c
2019_ABu_241_2.ann	there									c
2019_ABu_241_2.ann	are									c
2019_ABu_241_2.ann	some									c
2019_ABu_241_2.ann	people									c
2019_ABu_241_2.ann	who									c
2019_ABu_241_2.ann	strongly									c
2019_ABu_241_2.ann	believe									c
2019_ABu_241_2.ann	that									c
2019_ABu_241_2.ann	such									c
2019_ABu_241_2.ann	places									c
2019_ABu_241_2.ann	as									c
2019_ABu_241_2.ann	school									c
2019_ABu_241_2.ann	and									c
2019_ABu_241_2.ann	hobby									c
2019_ABu_241_2.ann	groups									c
2019_ABu_241_2.ann	are	Tense_form	played							i
2019_ABu_241_2.ann	played	Tense_form	played							c
2019_ABu_241_2.ann	the									c
2019_ABu_241_2.ann	most									c
2019_ABu_241_2.ann	important									c
2019_ABu_241_2.ann	part									c
2019_ABu_241_2.ann	in									c
2019_ABu_241_2.ann	your									c
2019_ABu_241_2.ann	life									c
2019_ABu_241_2.ann	On									c
2019_ABu_241_2.ann	the									c
2019_ABu_241_2.ann	one									c
2019_ABu_241_2.ann	hand									c
2019_ABu_241_2.ann	,									c
2019_ABu_241_2.ann	from									c
2019_ABu_241_2.ann	the									c
2019_ABu_241_2.ann	first									c
2019_ABu_241_2.ann	day									c
2019_ABu_241_2.ann	of									c
2019_ABu_241_2.ann	your									c
2019_ABu_241_2.ann	birth	Word_choice	life							i
2019_ABu_241_2.ann	you									c
2019_ABu_241_2.ann	are									c
2019_ABu_241_2.ann	togeter	Spelling	together							i
2019_ABu_241_2.ann	with									c
2019_ABu_241_2.ann	your									c
2019_ABu_241_2.ann	family									c
2019_ABu_241_2.ann	members									c
2019_ABu_241_2.ann	.									c

2019_EEr_114_2.ann	A									c
2019_EEr_114_2.ann	lot									c
2019_EEr_114_2.ann	of									c
2019_EEr_114_2.ann	us									c
2019_EEr_114_2.ann	love									c
2019_EEr_114_2.ann	walking									c
2019_EEr_114_2.ann	around									c
2019_EEr_114_2.ann	admiring									c
2019_EEr_114_2.ann	the									c
2019_EEr_114_2.ann	beaty	Spelling	beauty							i
2019_EEr_114_2.ann	of									c
2019_EEr_114_2.ann	the									c
2019_EEr_114_2.ann	buildings									c
2019_EEr_114_2.ann	.									c

2019_ABu_206_1.ann	As									c
2019_ABu_206_1.ann	for									c
2019_ABu_206_1.ann	Australia									c
2019_ABu_206_1.ann	,									c
2019_ABu_206_1.ann	it									c
2019_ABu_206_1.ann	is									c
2019_ABu_206_1.ann	remarkable									c
2019_ABu_206_1.ann	that									c
2019_ABu_206_1.ann	male									c
2019_ABu_206_1.ann	workers									c
2019_ABu_206_1.ann	are									c
2019_ABu_206_1.ann	more									c
2019_ABu_206_1.ann	likely									c
2019_ABu_206_1.ann	to									c
2019_ABu_206_1.ann	get									c
2019_ABu_206_1.ann	employed									c
2019_ABu_206_1.ann	in									c
2019_ABu_206_1.ann	any									c
2019_ABu_206_1.ann	domain									c
2019_ABu_206_1.ann	,									c
2019_ABu_206_1.ann	the									c
2019_ABu_206_1.ann	exeption	Spelling	exception							i
2019_ABu_206_1.ann	is									c
2019_ABu_206_1.ann	agriculture									c
2019_ABu_206_1.ann	where									c
2019_ABu_206_1.ann	the									c
2019_ABu_206_1.ann	men	Absence_explanation	percentage of men							i
2019_ABu_206_1.ann	are	Agreement_errors	is							c
2019_ABu_206_1.ann	just									c
2019_ABu_206_1.ann	29									c
2019_ABu_206_1.ann	per	Spelling	percent							i
2019_ABu_206_1.ann	cent	Spelling	percent							i
2019_ABu_206_1.ann	versus									c
2019_ABu_206_1.ann	43									c
2019_ABu_206_1.ann	per	Spelling	percent							i
2019_ABu_206_1.ann	cent	Spelling	percent							i
2019_ABu_206_1.ann	for									c
2019_ABu_206_1.ann	women									c
2019_ABu_206_1.ann	.									c

2019_ABu_122_2.ann	First									c
2019_ABu_122_2.ann	of									c
2019_ABu_122_2.ann	all									c
2019_ABu_122_2.ann	,									c
2019_ABu_122_2.ann	while									c
2019_ABu_122_2.ann	paying									c
2019_ABu_122_2.ann	themselves									c
2019_ABu_122_2.ann	for									c
2019_ABu_122_2.ann	any									c
2019_ABu_122_2.ann	scientific									c
2019_ABu_122_2.ann	investigations	lex_item_choice	researches							i
2019_ABu_122_2.ann	,									c
2019_ABu_122_2.ann	local									c
2019_ABu_122_2.ann	companies									c
2019_ABu_122_2.ann	have									c
2019_ABu_122_2.ann	more									c
2019_ABu_122_2.ann	"									c
2019_ABu_122_2.ann	freedom									c
2019_ABu_122_2.ann	"									c
2019_ABu_122_2.ann	during									c
2019_ABu_122_2.ann	their									c
2019_ABu_122_2.ann	work									c
2019_ABu_122_2.ann	.									c

2019_ABu_122_2.ann	As									c
2019_ABu_122_2.ann	a									c
2019_ABu_122_2.ann	result									c
2019_ABu_122_2.ann	,									c
2019_ABu_122_2.ann	scientists									c
2019_ABu_122_2.ann	have									c
2019_ABu_122_2.ann	rights	Noun_number	right	Articles	the right					i
2019_ABu_122_2.ann	to									c
2019_ABu_122_2.ann	choose									c
2019_ABu_122_2.ann	and									c
2019_ABu_122_2.ann	vary									c
2019_ABu_122_2.ann	methods	Articles	the methods							i
2019_ABu_122_2.ann	of									c
2019_ABu_122_2.ann	their									c
2019_ABu_122_2.ann	working									c
2019_ABu_122_2.ann	process									c
2019_ABu_122_2.ann	.									c

2019_ABu_214_2.ann	This									c
2019_ABu_214_2.ann	essay									c
2019_ABu_214_2.ann	will									c
2019_ABu_214_2.ann	outline									c
2019_ABu_214_2.ann	both									c
2019_ABu_214_2.ann	views									c
2019_ABu_214_2.ann	and									c
2019_ABu_214_2.ann	end									c
2019_ABu_214_2.ann	up									c
2019_ABu_214_2.ann	with									c
2019_ABu_214_2.ann	personal	Articles	the personal opinion							i
2019_ABu_214_2.ann	opinion	Articles	the personal opinion							c
2019_ABu_214_2.ann	.									c

2019_ABu_214_2.ann	Moreover									c
2019_ABu_214_2.ann	,									c
2019_ABu_214_2.ann	they									c
2019_ABu_214_2.ann	make									c
2019_ABu_214_2.ann	friends									c
2019_ABu_214_2.ann	with									c
2019_ABu_214_2.ann	other									c
2019_ABu_214_2.ann	pupils									c
2019_ABu_214_2.ann	who									c
2019_ABu_214_2.ann	play									c
2019_ABu_214_2.ann	a									c
2019_ABu_214_2.ann	big									c
2019_ABu_214_2.ann	role									c
2019_ABu_214_2.ann	in									c
2019_ABu_214_2.ann	the									c
2019_ABu_214_2.ann	child									c
2019_ABu_214_2.ann	's									c
2019_ABu_214_2.ann	development									c
2019_ABu_214_2.ann	.									c

2019_ABu_191_2.ann	On									c
2019_ABu_191_2.ann	the									c
2019_ABu_191_2.ann	otherhand	Spelling	other hand							i
2019_ABu_191_2.ann	,									c
2019_ABu_191_2.ann	many									c
2019_ABu_191_2.ann	people									c
2019_ABu_191_2.ann	still									c
2019_ABu_191_2.ann	prefer									c
2019_ABu_191_2.ann	to									c
2019_ABu_191_2.ann	have									c
2019_ABu_191_2.ann	more									c
2019_ABu_191_2.ann	free									c
2019_ABu_191_2.ann	time									c
2019_ABu_191_2.ann	and									c
2019_ABu_191_2.ann	not									c
2019_ABu_191_2.ann	to									c
2019_ABu_191_2.ann	earn									c
2019_ABu_191_2.ann	more									c
2019_ABu_191_2.ann	money									c
2019_ABu_191_2.ann	.									c

2019_EEr_34_1.ann	And									c
2019_EEr_34_1.ann	we									c
2019_EEr_34_1.ann	also									c
2019_EEr_34_1.ann	have									c
2019_EEr_34_1.ann	a									c
2019_EEr_34_1.ann	table									c
2019_EEr_34_1.ann	,									c
2019_EEr_34_1.ann	which									c
2019_EEr_34_1.ann	shows									c
2019_EEr_34_1.ann	how									c
2019_EEr_34_1.ann	much									c
2019_EEr_34_1.ann	kids									c
2019_EEr_34_1.ann	did	lex_part_choice	did exercises							c
2019_EEr_34_1.ann	sport	lex_part_choice	did exercises							i
2019_EEr_34_1.ann	excersises	Spelling	exercises	lex_part_choice	did exercises					i
2019_EEr_34_1.ann	in									c
2019_EEr_34_1.ann	years									c
2019_EEr_34_1.ann	1990									c
2019_EEr_34_1.ann	and									c
2019_EEr_34_1.ann	2005									c
2019_EEr_34_1.ann	.									c

2019_ABu_210_2.ann	To									c
2019_ABu_210_2.ann	conclude	Punctuation	conclude,							i
2019_ABu_210_2.ann	I									c
2019_ABu_210_2.ann	would									c
2019_ABu_210_2.ann	like									c
2019_ABu_210_2.ann	to									c
2019_ABu_210_2.ann	say									c
2019_ABu_210_2.ann	that									c
2019_ABu_210_2.ann	a									c
2019_ABu_210_2.ann	persond	Spelling	person							i
2019_ABu_210_2.ann	should									c
2019_ABu_210_2.ann	find									c
2019_ABu_210_2.ann	his	Absence_explanation	his or her							c
2019_ABu_210_2.ann	perfect									i
2019_ABu_210_2.ann	balance									c
2019_ABu_210_2.ann	between									c
2019_ABu_210_2.ann	taking									c
2019_ABu_210_2.ann	extra									c
2019_ABu_210_2.ann	working									c
2019_ABu_210_2.ann	hours									c
2019_ABu_210_2.ann	and									c
2019_ABu_210_2.ann	leisure									c
2019_ABu_210_2.ann	time									c
2019_ABu_210_2.ann	.									c

2019_EEr_114_1.ann	To									c
2019_EEr_114_1.ann	begin									c
2019_EEr_114_1.ann	with									c
2019_EEr_114_1.ann	,									c
2019_EEr_114_1.ann	let									c
2019_EEr_114_1.ann	us									c
2019_EEr_114_1.ann	describe									c
2019_EEr_114_1.ann	the									c
2019_EEr_114_1.ann	situation									c
2019_EEr_114_1.ann	in									c
2019_EEr_114_1.ann	general									c
2019_EEr_114_1.ann	.									c

2019_EEr_114_1.ann	In									c
2019_EEr_114_1.ann	1980									c
2019_EEr_114_1.ann	this									c
2019_EEr_114_1.ann	difference									c
2019_EEr_114_1.ann	was									c
2019_EEr_114_1.ann	only									c
2019_EEr_114_1.ann	20									c
2019_EEr_114_1.ann	%									c
2019_EEr_114_1.ann	and									c
